@relation concentric-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,u}

@data
0.589734,0.808654,m
0.335181,0.754069,m
0.745385,0.677372,m
0.15702,0.787757,m
0.245285,0.670146,m
0.884956,0.310911,m
0.72703,0.179362,m
0.494441,0.026607,m
0.176244,0.607294,m
0.276629,0.923606,m
0.167116,0.17347,m
0.813284,0.242412,m
0.946574,0.381404,m
0.26755,0.086253,m
0.350736,0.921978,m
0.949069,0.322399,m
0.805532,0.356734,m
0.660604,0.205298,m
0.307894,0.824368,m
0.457189,0.818789,m
0.152175,0.177118,m
0.603315,0.0392,m
0.451681,0.83257,m
0.957108,0.605687,m
0.805557,0.642271,m
0.133266,0.626108,m
0.788963,0.209408,m
0.563604,0.175173,m
0.728865,0.734862,m
0.429615,0.030425,m
0.458844,0.11191,m
0.488242,0.193616,m
0.133534,0.1814,m
0.534674,0.984692,m
0.537577,0.14363,m
0.381622,0.084804,m
0.061851,0.619396,m
0.893423,0.625272,m
0.923964,0.387412,m
0.402785,0.82556,m
0.875326,0.54603,m
0.913109,0.504867,m
0.170208,0.641436,m
0.071112,0.273716,m
0.616505,0.041909,m
0.220084,0.194992,m
0.698099,0.186326,m
0.126301,0.502104,m
0.587347,0.189523,m
0.396353,0.011823,m
0.219889,0.245757,m
0.118167,0.342002,m
0.686122,0.043066,m
0.655218,0.109479,m
0.830015,0.808449,m
0.567214,0.877946,m
0.378113,0.154732,m
0.297693,0.094006,m
0.124302,0.749106,m
0.245231,0.726946,m
0.953687,0.325844,m
0.166093,0.473618,m
0.203913,0.329822,m
0.281387,0.219542,m
0.377003,0.814535,m
0.275008,0.710846,m
0.532673,0.859424,m
0.09869,0.774251,m
0.115125,0.575976,m
0.477033,0.966283,m
0.432986,0.834622,m
0.855792,0.816114,m
0.35176,0.87501,m
0.84599,0.377419,m
0.514787,0.865179,m
0.437534,0.032366,m
0.65592,0.940495,m
0.784712,0.134622,m
0.055113,0.292825,m
0.038878,0.534758,m
0.466748,0.045474,m
0.96738,0.391544,m
0.936947,0.379132,m
0.641429,0.819004,m
0.965781,0.555647,m
0.662489,0.241782,m
0.475796,0.175794,m
0.930992,0.5779,m
0.552716,0.055433,m
0.305284,0.774423,m
0.097198,0.659285,m
0.081883,0.227219,m
0.0661,0.304723,m
0.276963,0.062805,m
0.894011,0.326957,m
0.555048,0.069622,m
0.879111,0.231034,m
0.166809,0.426852,m
0.771557,0.199488,m
0.691751,0.898071,m
0.772269,0.11021,m
0.838944,0.726304,m
0.366654,0.785243,m
0.803483,0.44291,m
0.210949,0.614687,m
0.095512,0.453182,m
0.678468,0.202625,m
0.803611,0.699143,m
0.241826,0.825287,m
0.735299,0.840863,m
0.658163,0.187437,m
0.779626,0.747693,m
0.574138,0.180431,m
0.917223,0.246279,m
0.771716,0.169669,m
0.517784,0.859037,m
0.568761,0.046107,m
0.160986,0.237505,m
0.187333,0.574037,m
0.390224,0.917651,m
0.351059,0.050168,m
0.417108,0.900581,m
0.865688,0.715753,m
0.905285,0.301281,m
0.947471,0.644975,m
0.612614,0.915686,m
0.518258,0.151504,m
0.891815,0.320004,m
0.635268,0.883097,m
0.685485,0.166352,m
0.505279,0.920123,m
0.547203,0.829245,m
0.567282,0.162624,m
0.957822,0.556541,m
0.146806,0.155278,m
0.326427,0.834926,m
0.369323,0.147512,m
0.323215,0.768639,m
0.918802,0.516162,m
0.045191,0.667937,m
0.061967,0.410057,m
0.248935,0.177823,m
0.246477,0.839577,m
0.806147,0.334171,m
0.735976,0.293807,m
0.074415,0.724099,m
0.278638,0.165719,m
0.537264,0.927468,m
0.67215,0.780977,m
0.195253,0.527847,m
0.873576,0.314771,m
0.417497,0.870957,m
0.497231,0.971675,m
0.80912,0.39256,m
0.586959,0.972959,m
0.43658,0.938036,m
0.169639,0.61752,m
0.156044,0.836263,m
0.938618,0.593499,m
0.751205,0.874005,m
0.043648,0.349043,m
0.516426,0.114216,m
0.485338,0.067308,m
0.340922,0.86338,m
0.812117,0.694589,m
0.207457,0.708182,m
0.850089,0.521689,m
0.432615,0.868826,m
0.23927,0.694013,m
0.797946,0.896069,m
0.771702,0.137642,m
0.861071,0.644191,m
0.201548,0.663922,m
0.876078,0.38981,m
0.860017,0.76716,m
0.214904,0.796129,m
0.89305,0.534205,m
0.60517,0.788614,m
0.094582,0.453545,m
0.046763,0.519811,m
0.360948,0.853244,m
0.540818,0.112869,m
0.507777,0.881784,m
0.362303,0.231542,m
0.774358,0.2466,m
0.822257,0.251311,m
0.059713,0.400751,m
0.407556,0.12347,m
0.141012,0.341978,m
0.571157,0.184356,m
0.849911,0.394259,m
0.162666,0.288693,m
0.629507,0.922867,m
0.662371,0.09244,m
0.469129,0.988318,m
0.290334,0.179305,m
0.210312,0.762225,m
0.390925,0.860405,m
0.648198,0.831942,m
0.720899,0.715094,m
0.121466,0.402102,m
0.383976,0.983327,m
0.344105,0.882726,m
0.099355,0.767644,m
0.573512,0.061475,m
0.847394,0.292972,m
0.67258,0.169808,m
0.87511,0.325503,m
0.605332,0.056033,m
0.859164,0.717183,m
0.077113,0.504657,m
0.572248,0.890857,m
0.671262,0.115298,m
0.768503,0.867064,m
0.094693,0.767529,m
0.386388,0.979945,m
0.208176,0.607978,m
0.805885,0.348214,m
0.570692,0.980247,m
0.314513,0.878119,m
0.682022,0.813208,m
0.305924,0.875879,m
0.141001,0.610196,m
0.667293,0.900436,m
0.380158,0.804337,m
0.194414,0.318458,m
0.153438,0.533244,m
0.909668,0.291942,m
0.401102,0.057377,m
0.375582,0.803606,m
0.016535,0.421582,m
0.653715,0.961053,m
0.108682,0.247849,m
0.928195,0.694217,m
0.669328,0.092848,m
0.457379,0.049663,m
0.308152,0.829237,m
0.970035,0.440399,m
0.040286,0.495954,m
0.820274,0.747176,m
0.651434,0.872893,m
0.846496,0.184049,m
0.259362,0.121461,m
0.158036,0.841709,m
0.372712,0.141762,m
0.812236,0.540999,m
0.201894,0.802014,m
0.890602,0.340735,m
0.767154,0.124827,m
0.889513,0.472465,m
0.771349,0.314931,m
0.23035,0.147082,m
0.528865,0.950528,m
0.126893,0.669721,m
0.133016,0.647087,m
0.776124,0.664479,m
0.645461,0.864598,m
0.011787,0.545814,m
0.137797,0.620022,m
0.810999,0.467245,m
0.107999,0.547976,m
0.89487,0.576661,m
0.848212,0.665629,m
0.474454,0.933399,m
0.103569,0.398683,m
0.701463,0.068059,m
0.347742,0.13669,m
0.96734,0.597449,m
0.823271,0.641125,m
0.036832,0.337672,m
0.951476,0.507241,m
0.807831,0.800731,m
0.579045,0.096008,m
0.656644,0.109246,m
0.661596,0.163338,m
0.035307,0.593156,m
0.169353,0.447542,m
0.891709,0.388895,m
0.530934,0.079381,m
0.047199,0.56002,m
0.912271,0.513081,m
0.087492,0.432283,m
0.098556,0.668841,m
0.278235,0.072439,m
0.49679,0.802771,m
0.816771,0.606089,m
0.814987,0.335434,m
0.645885,0.926681,m
0.639611,0.87522,m
0.859612,0.752433,m
0.25724,0.697516,m
0.705519,0.103827,m
0.825551,0.61596,m
0.407234,0.052684,m
0.866594,0.361176,m
0.497761,0.976081,m
0.781684,0.741108,m
0.849111,0.649113,m
0.759752,0.903503,m
0.813326,0.749748,m
0.278889,0.936377,m
0.823555,0.451349,m
0.863299,0.668757,m
0.116722,0.195506,m
0.551939,0.830532,m
0.960187,0.425135,m
0.861218,0.823628,m
0.197859,0.547476,m
0.250582,0.823919,m
0.21477,0.859587,m
0.196579,0.573126,m
0.149102,0.586736,m
0.226146,0.885229,m
0.737976,0.858082,m
0.794378,0.17067,m
0.969858,0.493434,m
0.073261,0.607826,m
0.239956,0.283738,m
0.680274,0.879815,m
0.544151,0.846662,m
0.764679,0.739263,m
0.693577,0.795039,m
0.914825,0.5238,m
0.748541,0.702745,m
0.150583,0.4821,m
0.062757,0.577819,m
0.843485,0.360672,m
0.228343,0.78021,m
0.09505,0.614697,m
0.129975,0.314316,m
0.317636,0.803114,m
0.1144,0.620819,m
0.061876,0.629629,m
0.517149,0.830837,m
0.205684,0.649372,m
0.817006,0.364023,m
0.644979,0.195842,m
0.768516,0.871015,m
0.137651,0.424146,m
0.729487,0.140081,m
0.094826,0.393157,m
0.023286,0.421868,m
0.277538,0.063364,m
0.326143,0.212966,m
0.215405,0.161417,m
0.227214,0.337065,m
0.839865,0.56052,m
0.162515,0.736925,m
0.201659,0.71227,m
0.328211,0.105821,m
0.851325,0.159903,m
0.16284,0.406425,m
0.18311,0.131666,m
0.77133,0.118691,m
0.390101,0.856296,m
0.037113,0.424916,m
0.40633,0.128454,m
0.979377,0.629456,m
0.028203,0.393341,m
0.714588,0.24094,m
0.946147,0.336496,m
0.660425,0.131199,m
0.228284,0.791553,m
0.936557,0.73699,m
0.23467,0.788677,m
0.138317,0.269878,m
0.940544,0.379813,m
0.264353,0.828104,m
0.985383,0.573621,m
0.634165,0.944721,m
0.273028,0.059403,m
0.579037,0.892746,m
0.051383,0.595626,m
0.117626,0.286466,m
0.846574,0.343082,m
0.211693,0.839218,m
0.137337,0.509108,m
0.564895,0.123378,m
0.605614,0.817007,m
0.071755,0.665593,m
0.830572,0.147828,m
0.179798,0.87531,m
0.774854,0.265764,m
0.155234,0.69557,m
0.205182,0.827094,m
0.165475,0.575479,m
0.960615,0.423615,m
0.094119,0.414797,m
0.284161,0.54573,u
0.329559,0.706171,u
0.472382,0.607267,u
0.667207,0.397159,u
0.580214,0.492827,u
0.481266,0.409417,u
0.672235,0.285451,u
0.47945,0.292152,u
0.628693,0.74071,u
0.587875,0.507188,u
0.708375,0.332787,u
0.603361,0.519613,u
0.352585,0.705063,u
0.754109,0.53826,u
0.535614,0.280591,u
0.630021,0.416886,u
0.71937,0.319615,u
0.279222,0.36849,u
0.302548,0.472614,u
0.645368,0.724856,u
0.464741,0.474475,u
0.598363,0.330107,u
0.68159,0.324971,u
0.621063,0.69595,u
0.440687,0.681883,u
0.711951,0.430635,u
0.507275,0.592071,u
0.492134,0.484587,u
0.418168,0.545397,u
0.302205,0.667654,u
0.483376,0.481046,u
0.59144,0.768268,u
0.37095,0.52279,u
0.726519,0.471958,u
0.259315,0.530526,u
0.790357,0.544394,u
0.333367,0.292788,u
0.55174,0.20496,u
0.368341,0.529272,u
0.606377,0.384022,u
0.434625,0.737468,u
0.499826,0.581568,u
0.786201,0.417367,u
0.329298,0.67699,u
0.305762,0.294688,u
0.559856,0.21339,u
0.389998,0.244806,u
0.405495,0.72924,u
0.406621,0.340922,u
0.365594,0.604213,u
0.513117,0.200767,u
0.413251,0.709429,u
0.697595,0.309754,u
0.745378,0.479303,u
0.488654,0.424269,u
0.600756,0.706869,u
0.511708,0.510008,u
0.425266,0.500641,u
0.205997,0.556061,u
0.673226,0.325231,u
0.531431,0.559847,u
0.325691,0.479766,u
0.563983,0.676567,u
0.557317,0.234843,u
0.314393,0.518565,u
0.256143,0.50683,u
0.3518,0.552173,u
0.599139,0.576313,u
0.63286,0.437077,u
0.629419,0.689006,u
0.310959,0.525431,u
0.480791,0.437613,u
0.428161,0.676586,u
0.462556,0.698741,u
0.614104,0.739831,u
0.471609,0.483028,u
0.357535,0.707524,u
0.502827,0.735318,u
0.478832,0.761552,u
0.413814,0.684643,u
0.246451,0.375007,u
0.482587,0.654444,u
0.408574,0.741784,u
0.709628,0.681236,u
0.51865,0.653587,u
0.500465,0.248328,u
0.261144,0.629032,u
0.400958,0.587394,u
0.778756,0.480255,u
0.624423,0.348916,u
0.359541,0.39128,u
0.221685,0.474767,u
0.525521,0.295736,u
0.292382,0.604015,u
0.455752,0.300609,u
0.674646,0.673534,u
0.653558,0.611547,u
0.562153,0.346041,u
0.616345,0.660852,u
0.492213,0.628694,u
0.396162,0.559853,u
0.724946,0.514511,u
0.625177,0.381355,u
0.305257,0.356338,u
0.26595,0.33471,u
0.303761,0.568613,u
0.249976,0.39291,u
0.332122,0.299158,u
0.249912,0.615186,u
0.484349,0.212976,u
0.484948,0.58755,u
0.45756,0.280257,u
0.596587,0.340188,u
0.331047,0.472322,u
0.449826,0.758454,u
0.497587,0.772363,u
0.254972,0.669428,u
0.634089,0.497736,u
0.761275,0.553375,u
0.308292,0.708166,u
0.367582,0.587108,u
0.214835,0.575297,u
0.600179,0.276569,u
0.322564,0.478617,u
0.299119,0.47509,u
0.422378,0.341915,u
0.546909,0.534055,u
0.617935,0.699542,u
0.47779,0.429309,u
0.280523,0.364953,u
0.606955,0.256332,u
0.309597,0.376724,u
0.631052,0.463215,u
0.539037,0.431947,u
0.468897,0.40504,u
0.486647,0.498039,u
0.554803,0.629807,u
0.700855,0.284777,u
0.547768,0.576637,u
0.596142,0.241647,u
0.367353,0.331525,u
0.529522,0.50926,u
0.487247,0.758121,u
0.366685,0.59319,u
0.429137,0.710747,u
0.339953,0.696388,u
0.507383,0.468925,u
0.252413,0.383611,u
0.374239,0.333358,u
0.661934,0.631973,u
0.65001,0.251648,u
0.740653,0.503648,u
0.458305,0.409586,u
0.460882,0.515594,u
0.579194,0.540235,u
0.664052,0.704331,u
0.562016,0.365124,u
0.612367,0.306358,u
0.739309,0.658101,u
0.460022,0.577342,u
0.749642,0.425876,u
0.291817,0.621839,u
0.517284,0.343448,u
0.250276,0.484776,u
0.518584,0.583002,u
0.56905,0.645492,u
0.41628,0.65294,u
0.654748,0.609674,u
0.692813,0.287792,u
0.471983,0.684711,u
0.596254,0.425122,u
0.533502,0.58213,u
0.49465,0.666617,u
0.398649,0.425152,u
0.463712,0.502474,u
0.62274,0.554794,u
0.510387,0.394713,u
0.390964,0.364314,u
0.493792,0.700057,u
0.442631,0.554604,u
0.250147,0.570548,u
0.471423,0.378745,u
0.491168,0.337448,u
0.577066,0.525276,u
0.553135,0.556863,u
0.521784,0.754726,u
0.237889,0.638328,u
0.222223,0.499448,u
0.534547,0.225058,u
0.593596,0.456969,u
0.611902,0.688134,u
0.524952,0.345862,u
0.624116,0.248718,u
0.297324,0.491701,u
0.351619,0.317045,u
0.490663,0.260532,u
0.732073,0.675793,u
0.348025,0.41932,u
0.632096,0.714096,u
0.655965,0.315,u
0.44786,0.729672,u
0.524978,0.234341,u
0.546279,0.493506,u
0.364614,0.716261,u
0.634358,0.505341,u
0.343579,0.439075,u
0.642639,0.325267,u
0.674842,0.581842,u
0.372921,0.254693,u
0.610964,0.398227,u
0.333933,0.376508,u
0.371084,0.302151,u
0.536883,0.718668,u
0.650222,0.660089,u
0.773528,0.42893,u
0.43529,0.552213,u
0.498959,0.744006,u
0.721166,0.470373,u
0.304567,0.457504,u
0.307083,0.564037,u
0.415183,0.596503,u
0.515214,0.604637,u
0.490444,0.579628,u
0.578256,0.715264,u
0.534149,0.379145,u
0.338449,0.650386,u
0.762725,0.634933,u
0.557774,0.694777,u
0.463568,0.402167,u
0.31416,0.635403,u
0.463539,0.477672,u
0.699295,0.463089,u
0.473285,0.415992,u
0.379998,0.335877,u
0.736093,0.355749,u
0.510365,0.208615,u
0.284797,0.378378,u
0.356616,0.548619,u
0.64118,0.734129,u
0.225804,0.578881,u
0.659348,0.258213,u
0.470186,0.539514,u
0.624273,0.282677,u
0.419609,0.239203,u
0.57167,0.743664,u
0.723856,0.45648,u
0.251018,0.542196,u
0.476217,0.408959,u
0.270135,0.312657,u
0.206186,0.490233,u
0.665434,0.268154,u
0.258207,0.547985,u
0.433344,0.251451,u
0.646604,0.608019,u
0.231204,0.617147,u
0.624149,0.374548,u
0.730928,0.463265,u
0.389238,0.28835,u
0.586355,0.552534,u
0.258326,0.514138,u
0.556536,0.352905,u
0.74692,0.642798,u
0.404271,0.490528,u
0.442589,0.399997,u
0.570421,0.249897,u
0.506291,0.660401,u
0.44079,0.584819,u
0.366335,0.542221,u
0.573372,0.27228,u
0.758989,0.485649,u
0.612089,0.337079,u
0.692654,0.282936,u
0.6679,0.578863,u
0.463804,0.347449,u
0.263047,0.450745,u
0.682137,0.345211,u
0.349961,0.258831,u
0.438672,0.706364,u
0.597149,0.541044,u
0.508191,0.484615,u
0.597398,0.710009,u
0.626316,0.456685,u
0.697479,0.5419,u
0.616125,0.391154,u
0.48253,0.464173,u
0.347492,0.643326,u
0.412049,0.726621,u
0.358178,0.279201,u
0.26879,0.547411,u
0.445487,0.581199,u
0.522488,0.245166,u
0.448928,0.27234,u
0.263013,0.480355,u
0.351553,0.630122,u
0.575739,0.765732,u
0.638871,0.519214,u
0.797524,0.537507,u
0.26715,0.62206,u
0.471257,0.435293,u
0.564141,0.549075,u
0.468116,0.423975,u
0.529152,0.419028,u
0.494562,0.313686,u
0.664057,0.535994,u
0.622325,0.298316,u
0.46184,0.481934,u
0.56708,0.508713,u
0.214918,0.258606,m
0.157708,0.385279,m
0.874659,0.45946,m
0.728255,0.876713,m
0.163698,0.563455,m
0.293278,0.156595,m
0.906369,0.374142,m
0.352392,0.062545,m
0.826432,0.772983,m
0.105446,0.438151,m
0.228655,0.318041,m
0.363177,0.194169,m
0.437501,0.169987,m
0.227611,0.356239,m
0.77582,0.118403,m
0.599941,0.852775,m
0.490275,0.82232,m
0.896866,0.223046,m
0.119886,0.740071,m
0.405717,0.870311,m
0.169449,0.320726,m
0.706115,0.877194,m
0.199108,0.153431,m
0.46947,0.823305,m
0.177599,0.45818,m
0.314683,0.235215,m
0.591508,0.8817,m
0.739216,0.709018,m
0.842338,0.18454,m
0.614593,0.184882,m
0.122457,0.246573,m
0.703802,0.735104,m
0.162268,0.697426,m
0.66416,0.135474,m
0.869133,0.453587,m
0.4541,0.146374,m
0.753766,0.842585,m
0.598269,0.1536,m
0.850927,0.820128,m
0.69084,0.172766,m
0.725448,0.795872,m
0.699501,0.197376,m
0.852895,0.226825,m
0.313552,0.125457,m
0.972018,0.502585,m
0.178289,0.39811,m
0.642115,0.849596,m
0.890033,0.64849,m
0.967472,0.469638,m
0.929519,0.561338,m
0.661268,0.962919,m
0.851807,0.267757,m
0.722492,0.226028,m
0.443193,0.026669,m
0.752083,0.860929,m
0.507064,0.179963,m
0.443912,0.176852,m
0.305664,0.802865,m
0.801801,0.589396,m
0.627955,0.954384,m
0.260332,0.226704,m
0.699801,0.903005,m
0.940368,0.434309,m
0.435365,0.864439,m
0.366074,0.940787,m
0.906591,0.512056,m
0.442195,0.014844,m
0.495311,0.980173,m
0.245782,0.662826,m
0.617716,0.87011,m
0.418458,0.114169,m
0.109008,0.543104,m
0.474372,0.953718,m
0.808275,0.311624,m
0.550374,0.018321,m
0.253296,0.111872,m
0.774449,0.685136,m
0.864381,0.36388,m
0.729894,0.838896,m
0.144039,0.503914,m
0.772525,0.204822,m
0.994922,0.477397,m
0.762377,0.144502,m
0.157962,0.233747,m
0.268379,0.176062,m
0.119577,0.290095,m
0.66935,0.941252,m
0.785917,0.863282,m
0.708228,0.208147,m
0.10168,0.608165,m
0.520079,0.821173,m
0.094808,0.714607,m
0.986196,0.541099,m
0.862925,0.664261,m
0.831759,0.258185,m
0.287442,0.914664,m
0.129889,0.731959,m
0.812823,0.77715,m
0.094923,0.608012,m
0.760723,0.15283,m
0.889007,0.587141,m
0.748636,0.100514,m
0.089014,0.613902,m
0.515647,0.935498,m
0.442616,0.068518,m
0.767684,0.12555,m
0.391355,0.800425,m
0.468382,0.020399,m
0.111491,0.484994,m
0.413935,0.087544,m
0.469058,0.009711,m
0.478957,0.960187,m
0.914812,0.456515,m
0.086637,0.621866,m
0.217285,0.883747,m
0.908515,0.748189,m
0.975592,0.641287,m
0.743032,0.288394,m
0.063607,0.480802,m
0.373612,0.135921,m
0.222262,0.361898,m
0.06209,0.698981,m
0.62563,0.928406,m
0.258017,0.779133,m
0.07576,0.736086,m
0.235644,0.325271,m
0.866567,0.162501,m
0.17352,0.447306,m
0.721342,0.177534,m
0.17526,0.757485,m
0.605644,0.829587,m
0.93841,0.408304,m
0.213863,0.781456,m
0.884787,0.692298,m
0.321111,0.111976,m
0.292464,0.928876,m
0.27443,0.262884,m
0.116905,0.412744,m
0.456184,0.929582,m
0.640878,0.215023,m
0.918345,0.716106,m
0.567181,0.050671,m
0.770589,0.202835,m
0.500943,0.834574,m
0.292973,0.76624,m
0.683592,0.792487,m
0.307736,0.842152,m
0.785747,0.128313,m
0.467421,0.1927,m
0.900502,0.398672,m
0.094269,0.498054,m
0.284929,0.910138,m
0.374533,0.77269,m
0.683169,0.900649,m
0.092343,0.706224,m
0.456567,0.130309,m
0.35539,0.16137,m
0.635282,0.021751,m
0.699609,0.872247,m
0.740923,0.705007,m
0.383437,0.920787,m
0.086768,0.339869,m
0.743193,0.889845,m
0.890048,0.529135,m
0.773701,0.886675,m
0.204542,0.130731,m
0.804165,0.68763,m
0.983101,0.526555,m
0.413013,0.128082,m
0.498438,0.950738,m
0.757423,0.809864,m
0.576743,0.125516,m
0.804776,0.434126,m
0.237375,0.338553,m
0.932667,0.311128,m
0.872481,0.425709,m
0.227728,0.864755,m
0.496702,0.972397,m
0.168667,0.704339,m
0.828742,0.404965,m
0.82568,0.134191,m
0.500593,0.04618,m
0.497199,0.962419,m
0.92831,0.561185,m
0.019931,0.381787,m
0.030296,0.420548,m
0.338802,0.770709,m
0.425649,0.792345,m
0.135416,0.706104,m
0.322386,0.86862,m
0.21882,0.155959,m
0.858799,0.328852,m
0.93063,0.373585,m
0.513212,0.083616,m
0.899861,0.750437,m
0.187966,0.739548,m
0.67554,0.17863,m
0.738206,0.803121,m
0.60145,0.963894,m
0.279757,0.721031,m
0.691312,0.88124,m
0.783546,0.364327,m
0.473531,0.913343,m
0.745627,0.297861,m
0.839073,0.402099,m
0.774832,0.914735,m
0.645091,0.831063,m
0.375837,0.823675,m
0.145318,0.755948,m
0.947221,0.576899,m
0.129031,0.589913,m
0.67157,0.21523,m
0.336058,0.808551,m
0.140709,0.222111,m
0.131553,0.696855,m
0.317885,0.770726,m
0.079705,0.602286,m
0.715478,0.783108,m
0.375434,0.021075,m
0.261492,0.884154,m
0.174137,0.250417,m
0.723769,0.802721,m
0.615591,0.164215,m
0.870858,0.825492,m
0.716772,0.730355,m
0.922357,0.756839,m
0.592995,0.123531,m
0.842035,0.23401,m
0.849585,0.206773,m
0.29739,0.27717,m
0.93255,0.633377,m
0.134953,0.195141,m
0.81119,0.770053,m
0.226701,0.190169,m
0.669562,0.935506,m
0.672118,0.800469,m
0.061539,0.538486,m
0.530111,0.853358,m
0.768508,0.65128,m
0.864353,0.757607,m
0.717052,0.835597,m
0.163977,0.346265,m
0.261573,0.07817,m
0.975138,0.556583,m
0.567304,0.152735,m
0.734337,0.23037,m
0.755696,0.329977,m
0.499587,0.19592,m
0.37477,0.200725,m
0.029846,0.505012,m
0.085339,0.632659,m
0.874127,0.590393,m
0.801495,0.406971,m
0.207093,0.410042,m
0.902144,0.466713,m
0.401224,0.811424,m
0.65357,0.83347,m
0.628029,0.032552,m
0.518116,0.100642,m
0.099019,0.531136,m
0.469246,0.028446,m
0.844639,0.258884,m
0.409914,0.151781,m
0.791492,0.7077,m
0.835923,0.252029,m
0.802852,0.312355,m
0.347464,0.210942,m
0.615238,0.943662,m
0.615539,0.971998,m
0.45239,0.823469,m
0.162643,0.635394,m
0.242582,0.208974,m
0.107546,0.208944,m
0.639262,0.916205,m
0.676698,0.215947,m
0.52831,0.003194,m
0.116348,0.45439,m
0.82763,0.32901,m
0.029473,0.429036,m
0.329068,0.066816,m
0.815038,0.759567,m
0.340276,0.918819,m
0.033931,0.660836,m
0.336208,0.134951,m
0.191441,0.787737,m
0.202204,0.554325,m
0.289655,0.125132,m
0.26157,0.855289,m
0.219434,0.853573,m
0.207936,0.197313,m
0.282476,0.241096,m
0.294132,0.860012,m
0.205661,0.720806,m
0.631979,0.083022,m
0.344983,0.061414,m
0.300027,0.077557,m
0.831262,0.869468,m
0.781938,0.909642,m
0.305553,0.213367,m
0.825996,0.386539,m
0.433306,0.009982,m
0.819029,0.484222,m
0.484139,0.136995,m
0.676436,0.743873,m
0.425364,0.191273,m
0.083719,0.725106,m
0.272341,0.858641,m
0.010429,0.598113,m
0.632554,0.147064,m
0.815577,0.304262,m
0.85878,0.192022,m
0.061862,0.308548,m
0.326184,0.768915,m
0.888253,0.790384,m
0.028837,0.523979,m
0.604785,0.799065,m
0.272029,0.808601,m
0.979337,0.624682,m
0.334697,0.057244,m
0.859268,0.69611,m
