@relation phoneme-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute class {p,m}

@data
0.499219,0.447043,0.817699,0.252268,0.274833,p
0.386053,0.661471,0.678218,0.258932,0.267716,p
0.337617,0.700235,0.495005,0.51941,0.320799,p
0.403233,0.758161,0.258162,0.312564,0.284818,p
0.329315,0.510897,0.214256,0.281783,0.278948,p
0.359162,0.670332,0.499164,0.479516,0.219332,p
0.419751,0.67149,0.269901,0.416703,0.256652,p
0.498561,0.502098,0.294348,0.332748,0.300036,p
0.258557,0.534641,0.162431,0.213216,0.242013,p
0.315208,0.330732,0.637148,0.661903,0.213342,p
0.334713,0.428332,0.7159,0.228228,0.320799,p
0.49858,0.085892,0.309924,0.391396,0.299337,p
0.544721,0.532312,0.487577,0.319931,0.291312,p
0.352915,0.587924,0.279786,0.32454,0.297982,p
0.768251,0.281658,0.39976,0.406456,0.302027,p
0.846928,0.168909,0.336926,0.379992,0.302841,p
0.333267,0.338618,0.482903,0.722417,0.610886,p
0.381827,0.688831,0.577666,0.479907,0.276491,p
0.411862,0.439338,0.694375,0.513617,0.264834,p
0.3504,0.4917,0.787755,0.210319,0.468906,p
0.840992,0.343613,0.425552,0.469492,0.275552,p
0.36524,0.638886,0.582254,0.482721,0.257754,p
0.350042,0.432351,0.614199,0.546014,0.320799,p
0.568573,0.61836,0.57987,0.489526,0.278707,p
0.913892,0.332896,0.429784,0.432947,0.292278,p
0.867217,0.191565,0.390812,0.342237,0.341142,p
0.412171,0.532869,0.267664,0.308588,0.281842,p
0.314587,0.36091,0.658195,0.688055,0.451016,p
0.54822,0.547758,0.495561,0.567673,0.497438,p
0.489384,0.559973,0.293118,0.322165,0.293206,p
0.725893,0.293918,0.531091,0.690685,0.227895,p
0.325293,0.425894,0.802974,0.161285,0.447481,p
0.365068,0.675894,0.283389,0.412629,0.28027,p
0.818824,0.321742,0.338363,0.341727,0.308585,p
0.400304,0.656167,0.513246,0.449376,0.246681,p
0.530063,0.423331,0.459398,0.33024,0.377911,p
0.67858,0.191162,0.445703,0.710682,0.20743,p
0.388434,0.527386,0.254132,0.304684,0.277317,p
0.36512,0.383805,0.871091,0.609401,0.217128,p
0.316865,0.297395,0.453067,0.81822,0.091325,p
0.413155,0.539791,0.61164,0.281335,0.320799,p
0.390966,0.473108,0.628876,0.495724,0.647906,p
0.393703,0.63924,0.779991,0.225458,0.24265,p
0.237669,0.129687,0.631076,0.214137,0.203313,p
0.371355,0.497891,0.802231,0.235183,0.320799,p
0.395136,0.576916,0.489647,0.762325,0.193828,p
0.389976,0.774815,0.604032,0.501689,0.261606,p
0.347883,0.552922,0.47979,0.410914,0.287553,p
0.335778,0.410805,0.762924,0.246825,0.255399,p
0.327562,0.495951,0.769231,0.562239,0.320799,p
0.770198,0.187095,0.340061,0.33913,0.354329,p
0.642472,0.34407,0.343494,0.376567,0.334717,p
0.411578,0.744713,0.2498,0.308376,0.286116,p
0.710259,0.188618,0.465088,0.639977,0.240936,p
0.34639,0.594683,0.26482,0.435857,0.320799,p
0.672246,0.16709,0.337348,0.337892,0.304596,p
0.415625,0.703786,0.655208,0.259306,0.271132,p
0.45595,0.64365,0.283105,0.449329,0.612252,p
0.326652,0.480889,0.77337,0.166325,0.246143,p
0.320164,0.396528,0.797988,0.133895,0.213782,p
0.319332,0.325935,0.548016,0.737188,0.185487,p
0.317552,0.388236,0.668895,0.73224,0.170591,p
0.417955,0.506324,0.475253,0.41232,0.374325,p
0.226517,0.092963,0.304582,0.335662,0.303481,p
0.446082,0.714379,0.28032,0.318815,0.290607,p
0.595303,0.403051,0.535392,0.717066,0.208517,p
0.858772,0.308342,0.464736,0.517541,0.25951,p
0.401388,0.688111,0.511212,0.451586,0.25186,p
0.374772,0.67432,0.557651,0.286717,0.27763,p
0.762227,0.401934,0.45586,0.462026,0.377803,p
0.848275,0.195095,0.392796,0.341737,0.339089,p
0.316814,0.379465,0.814222,0.196824,0.168369,p
0.33575,0.419568,0.831932,0.179254,0.320799,p
0.48345,0.501197,0.295537,0.333155,0.300483,p
0.349786,0.641925,0.276063,0.427292,0.291626,p
0.489295,0.360909,0.392912,0.378638,0.343028,p
0.503214,0.439785,0.325976,0.336285,0.307359,p
0.359223,0.567702,0.492782,0.439101,0.282707,p
0.393833,0.412882,0.714916,0.485925,0.240288,p
0.420332,0.731096,0.54943,0.474883,0.471254,p
0.814032,0.177527,0.395573,0.334029,0.292588,p
0.320938,0.382383,0.448718,0.522435,0.566114,p
0.342497,0.449117,0.867899,0.208748,0.231314,p
0.434969,0.37706,0.309038,0.317426,0.288057,p
0.395658,0.763485,0.278416,0.427286,0.554978,p
0.339877,0.413186,0.664676,0.538443,0.423387,p
0.329766,0.59747,0.277642,0.42383,0.275627,p
0.343062,0.412977,0.83816,0.208339,0.232821,p
0.336704,0.421597,0.927207,0.182879,0.320799,p
0.382182,0.583104,0.848302,0.21527,0.243685,p
0.729098,0.300472,0.490602,0.589935,0.236228,p
0.569525,0.637829,0.287115,0.409053,0.361554,p
0.361292,0.503863,0.607403,0.464466,0.253728,p
0.695217,0.35366,0.422527,0.409335,0.222622,p
0.444858,0.573144,0.274759,0.723858,0.200193,p
0.541788,0.736231,0.259219,0.31928,0.292175,p
0.322129,0.313764,0.479485,0.166261,0.320799,p
0.516882,0.686809,0.280286,0.303012,0.249365,p
0.317768,0.290588,0.454168,0.190515,0.320799,p
0.504506,0.507616,0.46936,0.434128,0.392009,p
0.264293,0.095946,0.141898,0.246882,0.320799,p
0.346854,0.319717,0.719719,0.555367,0.610319,p
0.322107,0.334579,0.634236,0.613869,0.320799,p
0.337358,0.47606,0.640819,0.240026,0.320799,p
0.463506,0.756051,0.528746,0.505804,0.399332,p
0.458988,0.699685,0.278867,0.613683,0.225647,p
0.619017,0.313837,0.448503,0.417146,0.393764,p
0.44929,0.628916,0.26762,0.314473,0.293573,p
0.351008,0.42315,0.918577,0.17175,0.225615,p
0.403487,0.503755,0.303039,0.394211,0.304461,p
0.333557,0.410342,0.825112,0.165993,0.320799,p
0.646755,0.437553,0.422937,0.411992,0.304259,p
0.451333,0.385432,0.327519,0.340204,0.302106,p
0.548909,0.505059,0.509993,0.427949,0.404907,p
0.707808,0.283549,0.393366,0.395577,0.305226,p
0.730827,0.369398,0.435185,0.413877,0.453904,p
0.417461,0.659822,0.49927,0.449163,0.227704,p
0.427602,0.771872,0.278501,0.4278,0.420476,p
0.41827,0.592827,0.276205,0.317314,0.361928,p
0.325394,0.46305,0.593158,0.252393,0.320799,p
0.442082,0.669086,0.300931,0.323213,0.292602,p
0.420165,0.794334,0.209594,0.445663,0.366507,p
0.379537,0.685741,0.248001,0.428805,0.281388,p
0.275024,0.395476,0.71375,0.572752,0.214923,p
0.339756,0.396912,0.784686,0.600215,0.196167,p
0.356205,0.764284,0.227625,0.46669,0.491172,p
0.333828,0.312157,0.679298,0.671813,0.49367,p
0.645999,0.461553,0.329525,0.399515,0.30525,p
0.713179,0.286342,0.390902,0.398756,0.304559,p
0.33843,0.589623,0.560526,0.500658,0.320799,p
0.426825,0.414637,0.542865,0.286757,0.279924,p
0.838568,0.304792,0.333519,0.342173,0.309461,p
0.490073,0.582851,0.490431,0.315939,0.276315,p
0.375813,0.605298,0.749826,0.248864,0.259375,p
0.481954,0.671913,0.293777,0.32521,0.36601,p
0.309917,0.277955,0.428968,0.674421,0.780047,p
0.328945,0.487164,0.520264,0.501801,0.320799,p
0.322652,0.3039,0.480033,0.22393,0.320799,p
0.340791,0.388953,0.855552,0.238388,0.244192,p
0.412411,0.569686,0.309237,0.329607,0.30323,p
0.43508,0.560836,0.30066,0.41133,0.24046,p
0.350254,0.544843,0.501905,0.423215,0.289817,p
0.556758,0.533376,0.296984,0.457109,0.645076,p
0.308552,0.28219,0.429979,0.462225,0.320799,p
0.436036,0.773418,0.243658,0.471493,0.39926,p
0.354191,0.798317,0.281876,0.448483,0.524174,p
0.500118,0.535656,0.306936,0.398421,0.299234,p
0.432419,0.735756,0.261424,0.306199,0.417777,p
0.643333,0.464936,0.465069,0.443503,0.2871,p
0.826081,0.333426,0.408252,0.421129,0.301358,p
0.339248,0.463352,0.736441,0.194634,0.224821,p
0.31134,0.284844,0.456679,0.779399,0.60868,p
0.434521,0.72163,0.280472,0.426653,0.264499,p
0.342112,0.338245,0.794621,0.633276,0.458875,p
0.907176,0.181745,0.394264,0.342717,0.309764,p
0.696921,0.395245,0.445154,0.33428,0.304632,p
0.370039,0.5875,0.541964,0.433579,0.320799,p
0.774268,0.329301,0.477895,0.514568,0.420856,p
0.420939,0.496501,0.543997,0.457858,0.378524,p
0.563541,0.719685,0.281576,0.418916,0.388493,p
0.425573,0.685716,0.228415,0.455487,0.245955,p
0.325827,0.512741,0.51594,0.43122,0.36331,p
0.757577,0.186368,0.342049,0.380102,0.308568,p
0.517445,0.42232,0.423917,0.389786,0.34676,p
0.379781,0.570711,0.850472,0.216791,0.240723,p
0.5995,0.507853,0.321295,0.332632,0.342408,p
0.400315,0.735606,0.53055,0.271093,0.286396,p
0.725275,0.435045,0.314893,0.339105,0.320799,p
0.411986,0.660984,0.257548,0.313512,0.320799,p
0.313068,0.330993,0.610388,0.860533,0.320799,p
0.471565,0.522878,0.551823,0.443032,0.478672,p
0.313802,0.336447,0.619436,0.936537,0.108736,p
0.327213,0.472335,0.680018,0.240027,0.271753,p
0.35041,0.462689,0.560035,0.464069,0.270566,p
0.856504,0.312462,0.460005,0.489442,0.397406,p
0.313646,0.343957,0.479154,0.706965,0.320799,p
0.658871,0.515071,0.565813,0.290644,0.289391,p
0.397836,0.726934,0.535328,0.286823,0.563265,p
0.322642,0.401352,0.519771,0.597369,0.22598,p
0.690677,0.289561,0.43866,0.339397,0.338559,p
0.321257,0.442712,0.613008,0.465231,0.271242,p
0.312864,0.317588,0.545587,0.738388,0.320799,p
0.400671,0.643329,0.273531,0.310626,0.290841,p
0.394799,0.663254,0.292592,0.319453,0.360352,p
0.374796,0.626853,0.647582,0.515537,0.26668,p
0.329123,0.419603,0.70958,0.2308,0.320799,p
0.332692,0.693138,0.499719,0.721159,0.200322,p
0.487516,0.690218,0.291594,0.322868,0.375725,p
0.277397,0.19287,0.265692,0.661037,0.638903,p
0.271223,0.454202,0.652319,0.489131,0.320799,p
0.358736,0.52817,0.492269,0.300693,0.278345,p
0.305977,0.277107,0.408445,0.445623,0.226994,p
0.609785,0.392409,0.431083,0.403946,0.240051,p
0.325686,0.32363,0.507026,0.847945,0.13146,p
0.358146,0.392395,0.866366,0.226335,0.450121,p
0.369574,0.413978,0.856794,0.566115,0.225898,p
0.334493,0.329955,0.738707,0.719539,0.177927,p
0.383946,0.666765,0.537246,0.249007,0.691142,p
0.329474,0.420418,0.761696,0.220459,0.263656,p
0.34165,0.433908,0.778056,0.750465,0.320799,p
0.303565,0.273053,0.411535,0.490145,0.320799,p
0.360109,0.74037,0.245481,0.44294,0.558838,p
0.875824,0.179906,0.390046,0.340972,0.306964,p
0.338863,0.574129,0.565789,0.486531,0.320799,p
0.339238,0.54919,0.591097,0.457154,0.276566,p
0.12372,0.505762,0.297867,0.327783,0.299366,p
0.586638,0.623559,0.293822,0.487612,0.446759,p
0.389595,0.410132,0.776027,0.271762,0.452702,p
0.373068,0.411016,0.716904,0.260868,0.270427,p
0.366892,0.337341,0.566093,0.908774,0.134408,p
0.729761,0.453741,0.561395,0.477349,0.282208,p
0.408819,0.705061,0.545501,0.428797,0.366836,p
0.668198,0.456062,0.454353,0.455679,0.262347,p
0.55522,0.574152,0.306798,0.329914,0.296645,p
0.337143,0.434165,0.728104,0.188353,0.245555,p
0.318078,0.375859,0.668422,0.745641,0.320799,p
0.475644,0.625903,0.284545,0.313497,0.277152,p
0.33432,0.555272,0.277537,0.444828,0.285523,p
0.462823,0.579149,0.276725,0.716759,0.200417,p
0.349127,0.516343,0.27923,0.431545,0.289376,p
0.334023,0.324471,0.476712,0.266413,0.059474,p
0.341762,0.573563,0.73414,0.496928,0.320799,p
0.472579,0.670132,0.287529,0.323625,0.294014,p
0.596789,0.446006,0.31764,0.403044,0.361672,p
0.372163,0.567959,0.495724,0.414912,0.29705,p
0.35042,0.496706,0.821673,0.203587,0.320799,p
0.712434,0.411124,0.30707,0.399986,0.370726,p
0.508157,0.398153,0.327185,0.379926,0.320799,p
0.379257,0.612926,0.531176,0.301313,0.281358,p
0.64823,0.347757,0.340909,0.383076,0.339386,p
0.344063,0.559698,0.553187,0.856383,0.173596,p
0.251524,0.154537,0.273018,0.571909,0.585008,p
0.567104,0.333849,0.397566,0.393414,0.339559,p
0.612742,0.563065,0.280008,0.398307,0.265483,p
0.334101,0.409706,0.441686,0.460631,0.461002,p
0.305467,0.29106,0.446697,0.160838,0.9146,p
0.932721,0.329053,0.416355,0.461857,0.290255,p
0.603758,0.523577,0.292905,0.33359,0.348267,p
0.267502,0.476901,0.676084,0.235535,0.320799,p
0.324337,0.344904,0.505766,0.79053,0.136379,p
0.353768,0.466398,0.757614,0.2,0.320799,p
0.916878,0.189639,0.451331,0.397523,0.30368,p
0.323556,0.311238,0.61538,0.764133,0.163231,p
0.335031,0.317504,0.759298,0.558316,0.472737,p
0.424376,0.717501,0.273618,0.309137,0.287821,p
0.480967,0.515141,0.290129,0.478636,0.448458,p
0.442658,0.720927,0.536937,0.296132,0.282252,p
0.482927,0.596504,0.502466,0.688368,0.242411,p
0.338448,0.376216,0.864811,0.216528,0.235923,p
0.346866,0.612026,0.674612,0.584498,0.580184,p
0.322132,0.313328,0.499194,0.190883,0.320799,p
0.369174,0.631028,0.714223,0.51692,0.246574,p
0.339233,0.400745,0.69876,0.745722,0.320799,p
0.672584,0.328018,0.395167,0.380504,0.302806,p
0.41375,0.758666,0.25836,0.3057,0.288653,p
0.317013,0.281886,0.453914,0.597401,0.736991,p
0.713157,0.31444,0.412677,0.340613,0.338432,p
0.473634,0.580134,0.485016,0.708467,0.231157,p
0.365047,0.461096,0.532348,0.46389,0.283866,p
0.555709,0.471041,0.302661,0.327591,0.297816,p
0.898237,0.169441,0.397304,0.377847,0.33816,p
0.39929,0.72725,0.237774,0.459976,0.570848,p
0.342459,0.388804,0.747688,0.681068,0.207436,p
0.367737,0.654712,0.65694,0.51788,0.320799,p
0.425869,0.609838,0.235727,0.303298,0.366924,p
0.324497,0.451054,0.711609,0.245624,0.268235,p
0.485654,0.528943,0.579462,0.48798,0.41705,p
0.798757,0.295238,0.635573,0.293662,0.288019,p
0.27839,0.309438,0.572585,0.358756,0.320799,p
0.387562,0.571051,0.266981,0.311723,0.288866,p
0.14987,0.423298,0.306432,0.328141,0.338658,p
0.704282,0.463634,0.500474,0.565696,0.260849,p
0.393438,0.777109,0.279065,0.427253,0.53276,p
0.568513,0.546485,0.303647,0.330031,0.302616,p
0.902716,0.331154,0.445261,0.336942,0.307029,p
0.419327,0.664099,0.669296,0.265226,0.26893,p
0.311002,0.288337,0.469743,0.314495,0.212162,p
0.314313,0.310822,0.450808,0.614473,0.320799,p
0.329062,0.351664,0.548425,0.696524,0.320799,p
0.379366,0.86253,0.24844,0.470573,0.278311,p
0.345642,0.455681,0.89171,0.144044,0.204099,p
0.794073,0.363272,0.329495,0.418776,0.297599,p
0.333344,0.297171,0.443294,0.635402,0.852906,p
0.373046,0.418521,0.888934,0.20542,0.260279,p
0.354755,0.68138,0.229218,0.229754,0.662708,p
0.337109,0.3326,0.753544,0.712616,0.457471,p
0.635217,0.402765,0.399618,0.390827,0.352752,p
0.402959,0.674607,0.576543,0.446635,0.267002,p
0.343427,0.31199,0.710952,0.573521,0.60518,p
0.737891,0.315191,0.336469,0.341641,0.350506,p
0.384243,0.601582,0.28386,0.313081,0.29509,p
0.497647,0.521293,0.30844,0.331214,0.305732,p
0.3584,0.591161,0.302031,0.321732,0.298018,p
0.575048,0.547477,0.294198,0.450797,0.577408,p
0.506242,0.564376,0.479363,0.521021,0.506044,p
0.898519,0.346532,0.437838,0.47784,0.287934,p
0.509495,0.361905,0.337643,0.379386,0.337021,p
0.581223,0.541891,0.63489,0.304757,0.29148,p
0.316084,0.279515,0.446698,0.587271,0.744116,p
0.710674,0.276972,0.465301,0.640497,0.222708,p
0.30277,0.268903,0.337796,0.279702,0.59851,p
0.514526,0.640662,0.291464,0.313174,0.364426,p
0.181693,0.543097,0.284692,0.314555,0.289698,p
0.523228,0.50528,0.461684,0.475948,0.580209,p
0.399248,0.699338,0.568176,0.44193,0.320799,p
0.311813,0.370642,0.711133,0.190563,0.429195,p
0.818299,0.326558,0.410676,0.321243,0.440737,p
0.358582,0.539684,0.520649,0.44295,0.275,p
0.335624,0.561528,0.544966,0.444692,0.320799,p
0.49442,0.466442,0.319993,0.337514,0.342491,p
0.804383,0.31684,0.608773,0.293972,0.292252,p
0.316615,0.364724,0.596919,0.788565,0.320799,p
0.336672,0.407939,0.782287,0.141099,0.229555,p
0.824107,0.192501,0.342302,0.374849,0.337022,p
0.853945,0.346544,0.397952,0.384219,0.304322,p
0.71879,0.291223,0.404054,0.405988,0.305061,p
0.657211,0.318171,0.38374,0.380187,0.30821,p
0.262122,0.563961,0.758729,0.211311,0.259986,p
0.365362,0.51116,0.477971,0.307427,0.292546,p
0.345333,0.518689,0.295709,0.329065,0.298938,p
0.304635,0.331179,0.474957,0.4664,0.320799,p
0.368044,0.740927,0.247919,0.624185,0.224695,p
0.381113,0.803311,0.276135,0.297868,0.401347,p
0.334639,0.410965,0.799226,0.174078,0.320799,p
0.640416,0.388192,0.434402,0.429556,0.575437,p
0.745375,0.380811,0.442954,0.426507,0.496407,p
0.317179,0.333016,0.662324,0.743006,0.320799,p
0.678935,0.459653,0.502684,0.320465,0.371357,p
0.355893,0.535423,0.527837,0.446279,0.270359,p
0.763381,0.319119,0.339826,0.377326,0.310626,p
0.347825,0.760719,0.25077,0.425615,0.36826,p
0.336214,0.432258,0.982408,0.170015,0.320799,p
0.39219,0.724149,0.276322,0.630449,0.233559,p
0.312624,0.32518,0.586872,0.879763,0.320799,p
0.434224,0.580389,0.282242,0.325318,0.360528,p
0.869379,0.184355,0.340803,0.342955,0.307661,p
0.48194,0.67511,0.277561,0.421322,0.575317,p
0.386187,0.780576,0.251992,0.586547,0.253296,p
0.433382,0.382592,0.402061,0.377821,0.341975,p
0.344242,0.57764,0.570307,0.55432,0.214357,p
0.438686,0.533577,0.46572,0.429658,0.240358,p
0.47837,0.682688,0.28353,0.316146,0.290369,p
0.354966,0.629633,0.578976,0.512441,0.235487,p
0.364796,0.67456,0.261502,0.454152,0.283063,p
0.348917,0.521139,0.796962,0.227664,0.249802,p
0.666197,0.303137,0.338734,0.339912,0.308134,p
0.482935,0.686777,0.287188,0.311458,0.354005,p
0.322413,0.348716,0.685928,0.606739,0.320799,p
0.32457,0.375131,0.714118,0.610461,0.320799,p
0.450646,0.624856,0.274039,0.414867,0.287176,p
0.392184,0.848797,0.232349,0.434417,0.27988,p
0.419926,0.579896,0.303838,0.402507,0.291255,p
0.850827,0.308043,0.522344,0.315714,0.298585,p
0.527466,0.531367,0.299691,0.328593,0.300992,p
1,0.338994,0.341688,0.348166,0.312472,p
0.330609,0.459031,0.892787,0.213796,0.217232,p
0.361965,0.591498,0.297979,0.318963,0.297824,p
0.336799,0.48292,0.65644,0.477856,0.27014,p
0.351266,0.557863,0.47786,0.424132,0.355411,p
0.365491,0.525534,0.659879,0.498731,0.446458,p
0.756446,0.281417,0.387409,0.385499,0.306787,p
0.372212,0.672991,0.265036,0.681267,0.218016,p
0.333684,0.326619,0.513329,0.852854,0.128694,p
0.363729,0.457625,0.526236,0.455209,0.286478,p
0.338448,0.376238,0.864861,0.216528,0.235954,p
0.339086,0.428363,0.892485,0.206431,0.238769,p
0.368279,0.664677,0.285824,0.313024,0.272455,p
0.76823,0.348552,0.332978,0.377861,0.311822,p
0.436695,0.478566,0.311162,0.282409,0.824364,p
0.493876,0.610646,0.305434,0.331181,0.347999,p
0.470642,0.668742,0.265106,0.422297,0.472378,p
0.558833,0.595891,0.477486,0.530844,0.426423,p
0.329369,0.347714,0.543465,0.694847,0.320799,p
0.385566,0.690495,0.554825,0.474727,0.272727,p
0.310395,0.331473,0.478298,0.139797,0.320799,p
0.765328,0.324557,0.65463,0.283678,0.288697,p
0.519836,0.716935,0.267676,0.319476,0.289457,p
0.708039,0.459338,0.413938,0.410039,0.295086,p
0.350727,0.501851,0.763151,0.217288,0.22234,p
0.330376,0.375658,0.625196,0.838299,0.157193,p
0.331925,0.340233,0.690731,0.082142,0.215786,p
0.354994,0.708693,0.545137,0.250989,0.273291,p
0.463512,0.414342,0.525569,0.428667,0.382504,p
0.366911,0.678064,0.578616,0.24944,0.320799,p
0.429623,0.553125,0.518646,0.404385,0.350804,p
0.312661,0.310516,0.276679,0.852904,0.320799,p
0.61879,0.313902,0.448582,0.417105,0.393713,p
0.357879,0.61879,0.676914,0.536343,0.235898,p
0.373981,0.456808,0.776266,0.227395,0.22639,p
0.355813,0.756535,0.260395,0.433861,0.287521,p
0.328155,0.350543,0.594898,0.676202,0.220906,p
0.313588,0.279629,0.455856,0.220024,0.05805,p
0.942513,0.17901,0.337418,0.339105,0.3045,p
0.378762,0.571265,0.709413,0.513571,0.320799,p
0.575857,0.522643,0.462955,0.675213,0.223583,p
0.857489,0.328463,0.426081,0.463853,0.362306,p
0.514966,0.569207,0.294061,0.420109,0.277321,p
0.328153,0.342927,0.542994,0.733879,0.203908,p
0.704469,0.344721,0.3416,0.388225,0.307539,p
0.343701,0.452915,0.898251,0.185764,0.227941,p
0.67839,0.388604,0.433343,0.414314,0.459579,p
0.336313,0.463497,0.662812,0.255775,0.267427,p
0.352658,0.315935,0.556578,0.87938,0.080432,p
0.337884,0.461169,0.837328,0.178539,0.217,p
0.349732,0.709878,0.258621,0.297625,0.287438,p
0.304452,0.280246,0.456434,0.650559,0.320799,p
0.608671,0.680863,0.300636,0.326193,0.296085,p
0.522837,0.418679,0.60939,0.610715,0.491323,p
0.357836,0.527353,0.738644,0.589465,0.554829,p
0.365092,0.65229,0.633338,0.511911,0.320799,p
0.72422,0.314871,0.412463,0.379522,0.342975,p
0.638895,0.620623,0.259676,0.460978,0.392023,p
0.871183,0.190406,0.401678,0.339388,0.342121,p
0.363836,0.538617,0.289231,0.317177,0.294963,p
0.431396,0.695482,0.521194,0.308126,0.353395,p
0.343713,0.361567,0.70231,0.612585,0.489983,p
0.325715,0.301917,0.49106,0.482147,0.320799,p
0.333124,0.382357,0.880396,0.194305,0.457957,p
0.332513,0.541796,0.649165,0.597487,0.198515,p
0.323653,0.424546,0.72812,0.242153,0.320799,p
0.579782,0.560753,0.303824,0.395896,0.349714,p
0.307131,0.282023,0.412232,0.450089,0.320799,p
0.344617,0.451529,0.926604,0.203245,0.320799,p
0.346329,0.494431,0.447117,0.427683,0.292566,p
0.338101,0.392753,0.88118,0.202827,0.236494,p
0.825211,0.167854,0.336831,0.341221,0.308119,p
0.929587,0.309196,0.341246,0.340098,0.310251,p
0.41829,0.626369,0.294085,0.318845,0.292635,p
0.338721,0.360001,0.49778,0.768931,0.693138,p
0.306348,0.28997,0.439694,0.508307,0.320799,p
0.320214,0.429459,0.637068,0.254615,0.276337,p
0.389731,0.660511,0.667078,0.248792,0.320799,p
0.339087,0.334144,0.53426,0.225172,0.814039,p
0.841089,0.317906,0.341433,0.34422,0.311316,p
0.332669,0.451802,0.748407,0.238593,0.196627,p
0.354885,0.637771,0.268251,0.293282,0.284153,p
0.57556,0.442333,0.446309,0.325092,0.216863,p
0.509832,0.354546,0.338643,0.384093,0.348108,p
0.657106,0.571244,0.545858,0.315078,0.357861,p
0.324302,0.46992,0.876875,0.187639,0.239778,p
0.404299,0.795681,0.266798,0.308091,0.284249,p
0.326391,0.502135,0.623946,0.490689,0.320799,p
0.44075,0.498317,0.434963,0.412248,0.274184,p
0.476495,0.73291,0.276748,0.314451,0.288482,p
0.400665,0.650844,0.267133,0.431539,0.286785,p
0.445613,0.517886,0.308296,0.397846,0.285909,p
0.378911,0.320546,0.6488,0.810148,0.139877,p
