@Relation Sheet2

@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute targetClass {0,1}
 
@data
1.714285306,0.559825028,11.25051767,2.316870228,1
0.982366035,2.416738087,-14.82112566,1.098637318,1
0.585138539,1.423548272,-8.020947462,2.19316758,1
1.219110916,-0.883045115,1.237458491,1.408121312,1
1.119583774,0.21415565,7.89286787,3.13825422,1
2.506646186,-0.170733412,-8.381812222,2.240129339,1
1.424302016,1.188259719,-0.862053184,1.921192284,1
1.335961658,1.084517069,22.31681719,1.735554184,1
0.915560238,1.577570063,-2.097965535,0.521009275,1
1.935563094,0.7745374,9.229574971,3.366989864,1
0.278488758,1.845047907,24.18964868,0.997886905,1
-0.926691766,-0.241496648,-2.008118827,-0.691663212,1
0.71071361,1.29847115,0.833642844,2.308924655,1
-0.588982741,1.593277036,10.77905836,0.310981937,1
1.586812803,0.24635631,9.011591828,5.866814495,1
1.266466031,1.171155534,10.44854798,1.379226665,1
0.502265382,1.163398681,-2.806018529,2.380694019,1
0.828455657,0.45280706,-6.608911463,1.385750016,1
3.286633389,-0.374403382,-0.190880201,5.264633506,1
0.068811576,2.276127932,21.76184353,2.268416898,1
0.994454356,-0.804396561,-6.067398317,1.626425051,1
1.838942924,2.402277121,-1.082651124,0.599803348,1
0.250314886,1.801671831,-6.978916645,2.511561211,1
1.394519475,2.3603767,15.23030733,1.669033741,1
1.24891051,2.766002242,22.62240741,4.848319127,1
0.04807737,0.163881057,-14.00849214,1.77934749,1
-0.469611561,2.159721705,3.040759111,-0.739375304,1
0.084511728,1.029187959,-3.370951163,3.258240445,1
1.73027195,1.195818757,-13.70872269,2.969095026,1
2.033824901,-0.220282684,-3.298168849,5.524312433,1
1.611437372,2.224157131,5.998572306,4.038475486,1
0.330136689,0.144408775,17.21909939,0.925591171,1
1.828654265,1.037837253,-14.10712684,4.016404324,1
1.138868472,2.042217264,3.671289051,3.20697905,1
-0.235400759,0.837532414,0.55451892,-1.917100457,1
2.004000296,3.255383151,2.422871148,3.238024652,1
0.28156285,1.426981615,-0.646480203,-0.158299139,1
1.122049642,0.695363613,-3.832155926,3.514576979,1
2.515031727,0.292315351,-6.601294444,4.308502189,1
1.076150855,0.777910489,-7.277776604,2.671253702,1
1.057519856,2.054008862,10.57080681,2.053274789,1
1.6935079,1.045877186,14.92053343,3.378189154,1
2.199605322,0.872939043,0.781460585,2.108198037,1
1.310972155,1.53047529,7.500898391,0.738269369,1
-0.270791472,2.045250428,9.571112969,-0.058511654,1
2.253824848,-0.757339305,-12.76819148,3.461510237,1
1.538771019,3.12519808,-13.98809673,4.466445039,1
0.409457132,2.182809228,14.01051577,2.532064632,1
1.134776883,1.690299657,-11.85276233,2.52170094,1
1.251515075,1.404545517,6.11159976,3.490865316,1
0.587721504,0.156152626,6.009577191,2.772688509,1
1.344634827,2.169973984,-2.91760216,0.127468643,1
1.577298351,0.369078978,0.861291483,1.785608225,1
1.108880158,0.49697667,21.99631126,0.581929503,1
-0.580392563,1.441946213,2.468595994,1.101776211,1
2.524008439,0.566389306,-3.25860583,3.651685579,1
1.916652425,2.268736014,-8.666756912,4.381102604,1
1.170845169,1.354636995,11.69366897,4.613311381,1
1.176204367,0.593960638,-11.43539521,1.913303554,1
1.391214598,0.289364041,5.835454431,2.065031145,1
1.240161171,1.43142677,4.540402188,0.607218004,1
1.857137366,-0.22432084,11.02998795,3.440591859,1
0.026924797,2.063117452,10.03620582,0.089938344,1
1.270670171,-0.245139174,3.540674243,3.197381607,1
0.775557171,0.306103291,-0.991894922,2.306384891,1
1.843301677,1.286974,4.686751254,1.231185939,1
1.941147391,0.538570137,0.207705853,3.249873094,1
-0.269249879,1.725585778,-1.946489192,0.287876224,1
0.742638011,-0.007551873,-2.495414719,1.71077159,1
1.371715032,-1.442466212,-16.81873982,1.503256731,1
0.64169433,0.530726882,3.241677859,0.167789954,1
-0.697499101,0.982289864,-15.00015969,-1.734730853,1
1.17791308,-0.740745574,0.431964509,1.020585619,1
-0.326059191,0.995218332,-2.289175427,0.302635049,1
1.046873083,0.759052116,10.17515388,1.46015123,1
-0.482571861,1.266387588,-9.578366189,0.157572918,1
2.658122528,0.942633622,12.40998699,2.141162673,1
1.491768333,0.296337592,-3.288471362,2.242621354,1
-0.136068022,2.37008783,-5.47458967,-0.75637376,1
1.420872084,0.097922228,-16.64507181,3.129934617,1
1.522040864,0.876331458,17.71486495,1.373339961,1
2.253824848,-0.322750904,17.7628408,3.152636742,1
0.19600441,0.581550583,-3.149898475,2.331344836,1
0.456269961,-0.412781785,-0.829049895,0.687192146,1
0.268829924,2.74669367,17.12551239,0.025348305,1
0.209564976,2.3603767,-2.019044132,1.334697804,1
