@relation clouds-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {u,m}

@data
1.604298,1.244702,u
0.072047,0.099357,u
-0.114525,1.878318,u
-0.068968,-0.158549,u
-0.190074,1.87849,u
-0.099387,2.202771,u
0.387011,1.843282,u
-0.01395,0.089705,u
-0.259514,1.89374,u
1.978988,1.272181,u
-0.241188,0.287424,u
-0.177265,1.855643,u
-0.181701,2.119736,u
-0.322748,2.155264,u
0.283068,1.878431,u
0.018793,0.059569,u
1.804676,0.902132,u
2.252166,1.235657,u
1.687913,-0.468119,u
1.95648,0.858568,u
2.280989,0.617291,u
0.115016,1.710445,u
2.067601,0.658414,u
-0.156899,1.929187,u
2.121616,0.140638,u
1.892355,0.464201,u
-0.119436,-0.095719,u
-0.081085,2.175949,u
0.0591,1.854626,u
-0.213724,2.134784,u
-0.063957,0.259862,u
-0.055903,-0.006527,u
-0.287773,2.048893,u
0.015708,-0.001401,u
1.576896,1.491304,u
1.944884,1.559485,u
-0.304638,0.088137,u
2.240272,1.548629,u
-0.006222,1.843279,u
2.089637,1.097273,u
-0.062881,-0.079063,u
-0.335864,1.735267,u
2.270241,1.675425,u
0.074991,1.970625,u
1.771853,-0.976334,u
0.055665,2.087843,u
0.034318,0.155448,u
2.423536,2.578905,u
1.780834,0.037515,u
2.016382,0.251205,u
1.791234,2.251059,u
-0.395252,0.170498,u
0.124941,0.140048,u
0.113892,0.130368,u
1.843697,2.388693,u
2.14584,1.42947,u
0.112972,-0.066476,u
2.041631,-0.469571,u
2.021689,2.215741,u
1.826959,1.948992,u
2.304672,1.649188,u
-0.100993,2.181397,u
0.101806,-0.09821,u
0.163234,1.881624,u
2.075626,2.072827,u
-0.276642,2.164594,u
-0.106945,2.168013,u
1.964395,0.645238,u
0.101168,2.164451,u
2.053456,0.23643,u
1.984621,1.292102,u
0.024215,1.911706,u
0.231897,0.135508,u
-0.076041,-0.012246,u
2.696117,0.073115,u
2.230403,0.500045,u
0.042654,2.096275,u
-0.114975,-0.296417,u
2.242337,2.691239,u
2.104567,0.540271,u
0.076658,2.002526,u
0.22638,1.501688,u
2.260228,-0.230603,u
0.229085,1.728145,u
-0.111445,2.04031,u
2.116377,1.104805,u
2.02445,1.87425,u
0.115858,0.041827,u
2.009192,1.102032,u
0.115707,0.071661,u
0.010059,2.156866,u
0.037803,-0.440937,u
-0.037782,-0.030956,u
-0.162718,-0.099772,u
2.381581,-0.596231,u
0.276691,1.87802,u
2.058902,2.092387,u
2.005133,2.140269,u
0.127748,0.223504,u
0.098706,2.058424,u
1.913959,-0.030949,u
-0.313458,-0.070448,u
2.054945,2.317155,u
1.831739,1.637151,u
0.320069,1.946201,u
0.239938,0.542159,u
0.061556,-0.202255,u
-0.068772,-0.093292,u
2.226266,2.476719,u
-0.034394,2.040487,u
1.884397,1.107762,u
0.093572,2.066059,u
-0.283228,-0.228183,u
2.069129,0.709527,u
2.101883,1.149127,u
1.921571,1.181953,u
1.900814,2.523113,u
-0.205598,-0.042285,u
0.052004,0.203738,u
2.116479,-0.41433,u
1.805387,1.261358,u
1.958584,0.781398,u
2.142647,0.482039,u
1.68967,1.341926,u
-0.126309,2.087921,u
-0.008132,-0.313156,u
1.915947,1.662483,u
2.140308,0.319339,u
-0.114431,2.05487,u
1.653214,0.434852,u
-0.378191,2.063703,u
1.675415,1.506482,u
-0.126674,1.907846,u
-0.149427,0.33521,u
-0.122553,-0.050752,u
1.964431,-0.868135,u
1.801509,1.880514,u
-0.179995,0.089758,u
-0.247511,-0.223756,u
1.56283,1.191949,u
2.106828,4.057754,u
0.074354,2.167549,u
-0.199696,0.059461,u
0.048987,-0.106857,u
0.121603,0.095883,u
0.281297,-0.228249,u
1.970862,1.503725,u
1.728102,1.026926,u
0.246353,1.89668,u
1.930321,-0.507677,u
2.024673,0.94768,u
-0.252397,-0.249897,u
-0.196323,0.198939,u
1.950665,0.736836,u
0.064724,2.440246,u
0.307332,0.096109,u
0.003102,-0.293935,u
0.094506,1.900698,u
0.274154,-0.061622,u
1.955051,-1.619702,u
2.16046,1.987935,u
0.045201,0.111554,u
-0.217914,1.740289,u
1.662896,0.650517,u
1.937036,1.078127,u
1.472035,-0.066421,u
0.324408,-0.113851,u
1.968784,1.263437,u
2.229324,1.147853,u
2.52787,0.285706,u
1.871171,0.489076,u
-0.091903,-0.002633,u
-0.384595,-0.288406,u
2.032465,1.282819,u
-0.122423,0.047822,u
0.172872,0.018902,u
0.210224,0.151641,u
2.325782,2.04522,u
0.01439,0.110971,u
-0.008324,1.832613,u
1.883958,1.391965,u
-0.238151,2.055728,u
0.103472,2.010491,u
-0.277231,1.890683,u
0.019324,0.060361,u
-0.109385,1.929912,u
2.237609,-2.639928,u
2.266503,1.665107,u
-0.032461,-0.361738,u
-0.02099,2.188516,u
-0.090544,1.819151,u
0.10727,0.381292,u
0.152384,-0.032435,u
2.200847,1.661328,u
2.13167,2.119073,u
1.72628,1.004908,u
1.766336,-0.12742,u
0.290276,-0.204169,u
1.715721,1.459933,u
1.63562,0.940292,u
-0.194363,1.748916,u
0.116988,0.430299,u
-0.423144,2.003844,u
0.131066,2.063666,u
1.974673,1.624067,u
1.830878,1.315416,u
0.138715,2.048016,u
1.78599,2.111259,u
2.209986,0.418848,u
1.513072,0.239574,u
0.018738,0.275961,u
0.024892,-0.211799,u
2.013985,2.537018,u
1.873188,1.626699,u
1.636162,1.694202,u
2.036971,0.724885,u
-0.236816,0.073095,u
-0.013433,2.044496,u
2.097339,1.731187,u
0.108987,2.01483,u
2.374748,2.889654,u
1.845068,-0.512716,u
1.922146,1.480269,u
2.075239,0.270545,u
1.617025,-0.614074,u
2.448527,1.657681,u
0.02771,2.205373,u
-0.554685,0.098535,u
2.119843,0.035992,u
1.924155,1.97616,u
-0.08912,-0.159503,u
1.900107,-0.031128,u
-0.082576,0.346397,u
2.061636,1.861823,u
-0.246406,-0.217984,u
-0.196414,-0.190722,u
1.736464,1.425814,u
-0.038165,2.560492,u
-0.602153,-0.095849,u
-0.360029,-0.094585,u
1.872084,0.799201,u
1.942237,1.82455,u
1.969977,1.402829,u
-0.114602,1.698039,u
-0.04259,2.011755,u
-0.1146,0.054495,u
2.145317,-0.747344,u
1.837831,2.789353,u
2.112125,0.32736,u
2.073158,0.451849,u
1.514596,2.466636,u
0.004741,0.002776,u
-0.149083,-0.689404,u
2.170279,1.007861,u
-0.010748,1.615871,u
2.569564,1.837169,u
2.40456,2.687364,u
-0.130074,2.169244,u
2.204783,1.138405,u
1.805114,0.818236,u
0.147625,1.599827,u
-0.322076,1.630269,u
-0.386844,0.017293,u
1.815422,0.711432,u
0.20718,2.11481,u
2.105792,0.279999,u
-0.145007,1.98163,u
1.986079,1.853757,u
1.653408,1.775156,u
1.897069,0.91248,u
1.902822,0.92838,u
-0.08291,0.241407,u
2.035446,-0.287548,u
2.027831,1.780143,u
0.134414,2.18569,u
-0.08134,2.270718,u
1.746355,1.3003,u
-0.095224,1.935688,u
1.902628,0.78738,u
-0.049002,-0.162904,u
-0.06964,-0.36676,u
-0.561784,0.170092,u
-0.043402,0.358965,u
-0.171959,1.580084,u
2.331866,2.121937,u
0.067056,1.881472,u
-0.17598,0.251646,u
-0.287204,2.168927,u
2.04052,-0.36393,u
1.88876,2.068981,u
0.017891,2.185046,u
-0.119224,2.060434,u
0.058856,-0.065724,u
1.744339,1.925827,u
2.28484,0.48662,u
2.502678,1.102422,u
-0.248767,0.010133,u
1.950898,0.680214,u
-0.270018,-0.092369,u
0.016973,2.468808,u
2.01631,1.914087,u
-0.256973,-0.333772,u
-0.251781,-0.225741,u
1.540039,0.112669,u
-0.453516,1.596899,u
1.868412,0.537336,u
1.918317,1.088945,u
0.014402,2.436509,u
0.040337,-0.033838,u
-0.304646,-0.081617,u
-0.257919,0.309562,u
-0.178371,2.063261,u
2.218492,1.046135,u
0.014458,0.065686,u
1.46694,-0.749448,u
2.157107,0.715688,u
2.08854,1.917476,u
-0.131164,0.574428,u
0.008974,0.0517,u
0.00497,1.945381,u
0.206137,-0.102483,u
0.048968,0.389541,u
-0.254375,2.293559,u
1.687576,2.06238,u
-0.198106,2.17309,u
0.169313,0.007317,u
2.029146,2.317457,u
1.882082,0.385002,u
2.496678,1.41077,u
1.777365,1.829055,u
1.873384,0.794709,u
-0.07666,-0.004448,u
-0.051865,-0.370727,u
2.160127,0.467048,u
1.777231,1.081529,u
0.352483,1.822682,u
1.752999,0.186501,u
0.109031,0.484208,u
1.748043,1.887146,u
2.046372,0.190086,u
2.040284,-0.209626,u
1.9875,2.74591,u
0.210714,2.025277,u
-0.075648,0.111838,u
2.196094,2.239833,u
1.802779,1.959849,u
2.323698,0.894512,u
2.160189,0.188198,u
-0.266256,1.961539,u
1.996883,1.202194,u
1.736435,0.623992,u
2.041852,0.344418,u
2.298762,2.022448,u
2.281037,1.98673,u
0.145427,0.192293,u
-0.029385,2.115284,u
0.17252,2.213029,u
1.939929,1.744115,u
0.488591,1.972821,u
2.123513,-0.680767,u
-0.025456,1.760713,u
-0.02808,2.180243,u
-0.036136,1.731629,u
2.13362,-1.107306,u
1.906811,0.998611,u
1.86935,0.401541,u
0.142405,1.792527,u
0.258607,2.058873,u
-0.064949,2.381141,u
0.068689,1.983366,u
-0.017065,1.818849,u
2.19092,1.954056,u
-0.063088,1.984731,u
1.742982,1.02239,u
0.136118,2.036222,u
2.101533,0.260134,u
2.009443,0.290655,u
2.095144,0.688595,u
-0.239056,2.243952,u
0.203813,2.011869,u
1.889128,4.010994,u
2.345118,0.877059,u
0.106988,-0.165612,u
0.18173,-0.044315,u
0.466854,-0.356041,u
1.992403,2.607572,u
2.083499,1.928725,u
-0.079831,1.984494,u
0.226381,2.050271,u
-0.478981,0.389054,u
0.046283,-0.147711,u
1.981045,1.483112,u
-0.438438,1.646236,u
-0.030842,2.351737,u
2.27009,2.678246,u
1.581099,2.174604,u
1.919791,0.710046,u
1.939735,0.284714,u
1.880633,0.817594,u
2.363008,-0.01391,u
1.991963,1.395149,u
0.028707,2.022114,u
-0.069144,-0.030815,u
1.846921,2.432138,u
-0.087069,0.243992,u
0.122553,1.82677,u
1.977478,2.555663,u
2.096695,1.497624,u
-0.419777,0.023745,u
1.812172,1.007004,u
-0.299543,0.237017,u
2.109757,0.535028,u
0.365479,-0.122131,u
0.058611,-0.114251,u
0.086169,0.2117,u
2.008556,1.967759,u
1.897603,1.191124,u
-0.071437,1.954008,u
2.021196,1.02722,u
0.119869,2.11632,u
2.048358,1.878269,u
2.142323,0.637829,u
2.162663,2.957884,u
-0.31519,-0.030416,u
-0.402261,2.185113,u
2.025561,0.764396,u
-0.066027,0.244507,u
0.393837,0.073207,u
2.494922,0.997046,u
0.508401,0.017308,u
-0.534943,1.518621,u
2.168408,1.933524,u
1.924883,1.923883,u
2.134535,1.195697,u
2.004782,1.856775,u
0.089018,0.051635,u
2.015897,1.86848,u
-0.289125,-0.172631,u
-0.086866,1.970182,u
-0.183643,2.01176,u
-0.17007,1.325353,u
1.992355,1.268912,u
0.043118,1.931454,u
2.057641,-0.130914,u
-0.38235,1.954675,u
1.721725,0.299194,u
2.609251,1.013276,u
2.07339,1.855101,u
2.548582,-0.621906,u
-0.102727,0.173313,u
2.022114,0.0564,u
1.964274,2.25749,u
1.80871,1.083844,u
1.874127,-0.190513,u
2.071964,2.604306,u
2.33928,1.125366,u
2.334565,0.266503,u
0.123103,2.297218,u
2.209106,1.292945,u
-0.292116,2.079457,u
2.072695,1.931888,u
2.272327,0.10164,u
2.001491,0.949462,u
0.13129,0.434393,u
2.26644,-0.190789,u
1.978645,0.888489,u
-0.000388,-0.061937,u
1.865874,0.162135,u
1.900731,0.486574,u
1.958404,2.21032,u
-0.107151,2.107949,u
1.436635,1.206587,u
0.393428,0.049261,u
1.833959,-0.998276,u
-0.052738,-0.133611,u
2.33722,1.709776,u
2.339266,0.411055,u
0.07852,0.04722,u
0.059868,0.536328,u
1.762291,-0.691059,u
-0.105426,0.022644,u
0.085143,0.076662,u
1.984136,-0.064735,u
-0.205371,2.233577,u
0.135836,2.085157,u
-0.128669,1.99317,u
0.041609,2.122432,u
-0.394698,1.68095,u
-0.005091,2.101402,u
2.271125,-0.245461,u
-0.27213,-0.252514,u
0.161319,-0.211278,u
2.057819,-0.363405,u
1.861254,0.927399,u
-0.061451,2.034718,u
2.222688,2.750733,u
2.481175,1.581266,u
0.384959,0.221124,u
2.106255,1.597687,u
1.989603,2.684165,u
-0.148436,1.770993,u
0.169627,2.191936,u
-0.041295,0.088752,u
0.128844,0.083361,u
2.016527,0.801272,u
2.068088,-0.30633,u
-0.135819,2.211373,u
-0.415105,1.715668,u
1.961827,0.335704,u
2.259983,1.236081,u
-0.249453,0.104319,u
-0.041337,-0.117488,u
-0.240021,1.944111,u
1.723986,1.346519,u
-0.302271,2.242495,u
2.063937,1.813155,u
1.939689,1.973603,u
2.263923,0.207492,u
2.099939,-1.234625,u
0.204134,1.770619,u
2.144554,2.250161,u
-0.337484,0.08691,u
0.012943,2.1479,u
1.768302,0.562123,u
2.011149,0.180109,u
1.814516,1.184051,u
1.963426,0.145775,u
1.999299,1.52228,u
0.241127,-0.141392,u
1.83038,2.936177,u
-0.133305,0.291159,u
2.1903,0.44085,u
1.989315,0.270412,u
1.805225,0.77659,u
0.094289,-0.401346,u
0.081929,2.407151,u
-0.172588,0.01553,u
-0.324144,1.973821,u
1.993444,1.625672,u
2.167313,1.010036,u
0.104325,-0.173556,u
-0.084286,1.920633,u
1.916195,-1.76002,u
-0.261842,1.931873,u
2.058104,-0.620049,u
1.839646,-0.145272,u
-0.018746,-0.001167,u
-0.074479,-0.082274,u
2.222859,1.299492,u
2.444977,1.736116,u
0.066436,2.247327,u
0.0698,0.153276,u
0.054564,1.953009,u
1.94794,-0.378619,u
0.037681,0.320783,u
0.47896,-0.213122,u
2.345757,0.299172,u
1.772125,-0.506073,u
1.909775,1.024937,u
1.967525,0.330218,u
2.03842,1.633233,u
2.154017,2.050603,u
0.089516,2.037843,u
0.002375,2.050295,u
1.897099,0.946655,u
0.385243,-0.170484,u
1.907563,0.580485,u
-0.237241,1.666374,u
1.755587,0.283861,u
0.063224,1.689015,u
0.115265,-0.147697,u
2.090691,0.301921,u
2.305367,1.622035,u
0.012778,1.909153,u
2.344426,2.392031,u
1.99976,2.726216,u
1.833224,1.664402,u
-0.010085,0.133756,u
2.191881,-0.321031,u
-0.019524,2.308037,u
-0.19493,0.215469,u
0.019248,0.415836,u
-0.028176,-0.244497,u
2.037041,0.56945,u
1.941689,0.954353,u
1.814427,0.769226,u
2.124564,2.414807,u
2.169164,1.443242,u
-0.059725,0.089654,u
1.938151,0.83917,u
0.134699,-0.155314,u
2.135756,0.247367,u
0.204012,1.980186,u
2.049783,0.627792,u
1.810901,-0.018982,u
1.578609,0.114943,u
0.241587,-0.129047,u
2.235962,0.638856,u
0.448668,2.282143,u
-0.112014,2.00816,u
0.158929,-0.139337,u
0.369026,0.01258,u
-0.219881,2.070315,u
1.840265,1.380417,u
0.20148,1.987667,u
-0.120707,2.328237,u
0.189376,0.019591,u
0.385117,0.059282,u
1.83709,-0.961301,u
0.245659,2.205492,u
-0.130472,0.099074,u
1.844472,0.487476,u
1.581015,1.059654,u
-0.183626,0.109854,u
0.16318,-0.327935,u
-0.216021,1.901677,u
0.067827,2.099374,u
1.932111,0.769958,u
1.979256,1.720005,u
2.237726,-1.293641,u
-0.147017,1.864584,u
2.081771,0.455475,u
-0.00574,1.614572,u
0.223393,2.002538,u
-0.346144,0.07803,u
2.034092,1.687117,u
1.741655,0.83772,u
1.591977,1.449671,u
1.669293,1.834647,u
0.223809,0.026081,u
-0.011569,-0.144096,u
1.891736,-0.394441,u
1.886401,1.126481,u
1.762457,0.926035,u
2.0241,2.625729,u
0.205343,-0.062292,u
0.278381,2.085606,u
-0.071521,-0.065367,u
0.160261,2.022341,u
0.089264,1.767515,u
-0.021634,0.377547,u
-0.141099,1.705024,u
0.411409,2.185868,u
2.026991,0.995544,u
-0.17679,2.255955,u
2.06404,0.719285,u
0.109876,0.200503,u
1.954546,2.620714,u
2.329872,0.840284,u
1.847068,0.044478,u
1.794165,0.934083,u
-0.273808,0.039973,u
-0.120895,1.764469,u
2.204074,0.080094,u
1.908914,0.436893,u
1.965021,1.624121,u
0.204563,-0.122882,u
2.015155,2.10334,u
2.426263,0.923872,u
-0.101948,1.872684,u
2.425113,1.72816,u
-0.089453,2.359835,u
0.272949,0.315798,u
0.286953,-0.126492,u
1.950398,-0.362653,u
-0.078737,2.03699,u
2.047653,0.190334,u
2.030047,1.031459,u
0.12537,-0.165876,u
-0.531267,0.143525,u
-0.00884,-0.484739,u
-0.011754,2.011805,u
1.925986,2.43819,u
2.231013,3.442944,u
1.991038,0.607978,u
0.062251,2.166485,u
2.073234,-0.036119,u
1.779542,0.966681,u
0.454095,0.073588,u
-0.138078,1.6435,u
1.873516,-0.218686,u
-0.029836,1.918792,u
0.08463,1.791023,u
0.176433,0.045336,u
2.371962,-0.078096,u
-0.173783,-0.075345,u
-0.240744,1.988562,u
0.149045,0.055053,u
0.043106,2.054026,u
2.05782,-0.677323,u
1.834631,1.101228,u
1.501736,-0.250966,u
1.846129,1.282384,u
0.043854,1.797691,u
0.327803,-0.076656,u
0.284481,0.127587,u
-0.205876,-0.922337,m
-1.23018,1.690961,m
-0.427547,-1.422147,m
0.018636,0.568719,m
-0.172196,-0.056516,m
1.924105,1.077621,m
1.408589,-0.021808,m
-0.567997,0.126481,m
-0.826833,-0.392131,m
0.800947,-0.811802,m
0.139355,-1.29791,m
1.522409,1.179817,m
0.11057,-0.9436,m
0.285956,-1.044867,m
-0.435962,-0.040404,m
0.302937,1.054949,m
0.905445,0.772263,m
0.765533,1.287542,m
1.696331,-0.588945,m
-0.507386,0.284577,m
0.38068,0.442364,m
0.247359,-0.107132,m
0.995592,-1.825279,m
-1.567118,-0.326384,m
0.239495,0.658814,m
-0.650324,0.176577,m
1.973716,-1.806513,m
-1.441172,0.365247,m
-2.221735,-1.376319,m
1.015291,0.362013,m
1.456368,0.380535,m
-0.436841,-0.171489,m
0.274723,1.317155,m
-1.605657,-1.184932,m
0.415431,-0.649752,m
-0.537095,-0.879986,m
0.155948,0.678331,m
0.191144,0.720881,m
0.105327,0.657653,m
-0.053783,0.703318,m
0.766053,1.918565,m
0.245553,1.317081,m
-0.365355,1.819941,m
0.607018,-0.71925,m
-0.335052,0.659962,m
0.602637,0.588464,m
1.687148,-0.202996,m
0.056921,1.662938,m
-1.389517,1.833659,m
0.149719,-0.07117,m
1.062044,0.954461,m
0.620448,-0.944491,m
0.94003,0.615617,m
0.666214,0.664309,m
-0.334423,1.61813,m
0.058525,-0.895766,m
0.047806,1.174288,m
0.015026,-0.823593,m
-0.148076,0.156329,m
-0.485695,-0.007586,m
1.593386,0.395748,m
-0.04796,-0.786852,m
1.789543,0.461886,m
2.618758,1.077683,m
1.133217,-1.48938,m
1.043823,1.439044,m
0.299006,-1.361609,m
1.114828,0.036306,m
-1.093309,-1.053647,m
-0.008491,-0.411111,m
-1.444855,-0.699475,m
-1.206431,0.031264,m
-2.282978,0.935301,m
1.90145,-1.584823,m
-0.524736,0.677973,m
0.801211,-0.468053,m
0.404944,-0.572491,m
-1.312998,0.097853,m
0.87431,0.285903,m
0.560626,-0.67264,m
-0.41812,0.767188,m
0.248913,-0.372208,m
-0.544226,0.649047,m
1.283035,-0.892181,m
1.179052,-0.575091,m
-0.015586,0.202194,m
-0.226363,0.668046,m
-0.394982,-2.080316,m
-1.483157,-0.433417,m
-1.355961,0.117565,m
0.852951,-0.168347,m
-1.719063,0.456581,m
-1.586929,-0.631637,m
1.726459,-0.715279,m
-1.782538,0.722214,m
-1.487331,-1.577946,m
-1.60333,1.575285,m
-0.449344,-0.134525,m
0.04423,-1.153146,m
0.450032,-0.529799,m
-2.639825,-1.066421,m
-1.287036,-0.53029,m
1.332515,0.665107,m
-0.962892,0.403074,m
0.464181,-0.281849,m
0.092638,-0.857245,m
-0.197891,1.90698,m
-1.024209,-0.019567,m
0.529938,-0.628748,m
-0.238037,-0.665843,m
1.665594,-0.360718,m
-0.932261,1.602347,m
0.087542,2.17055,m
-2.094927,0.059654,m
3.142164,-0.977411,m
-0.150945,-0.378613,m
-0.006639,-0.584614,m
2.704907,1.788478,m
2.596246,-2.065884,m
-0.959899,0.110266,m
-0.257966,1.345879,m
0.477478,0.901531,m
0.582393,-1.41433,m
-0.740182,-1.058998,m
1.243538,-1.130035,m
1.312684,-1.152738,m
-0.529117,1.966341,m
-1.440655,0.484967,m
0.193078,0.232358,m
-1.593564,-0.266573,m
-0.658926,-0.939605,m
0.375667,-1.699347,m
-0.235225,-0.96836,m
1.539418,1.220855,m
-0.278259,-0.088506,m
1.122822,-0.404677,m
0.793957,-0.165342,m
-0.056695,-1.074022,m
-0.655361,1.004789,m
1.267371,-0.054041,m
-1.291723,-0.16228,m
0.001506,1.140906,m
-0.071322,0.250933,m
0.750559,-2.506088,m
-1.40586,-0.836151,m
0.02843,0.073406,m
0.144518,-0.251541,m
0.871112,-1.571904,m
-0.301327,-0.715286,m
-1.180463,-1.323936,m
-0.159528,0.537725,m
0.74988,0.802306,m
1.371106,0.591682,m
-1.187714,-0.073965,m
-1.431032,0.451391,m
-1.456739,-0.001985,m
0.062602,0.370512,m
-0.565025,1.02624,m
1.319185,-0.912618,m
-0.874745,1.569909,m
0.838032,1.050033,m
0.692387,-0.378444,m
-0.967881,-0.180877,m
0.756795,0.424064,m
0.451731,-0.520638,m
-1.394285,1.266614,m
0.212354,0.483444,m
1.455679,0.102701,m
-0.254973,-0.107539,m
0.625967,-1.245832,m
-1.098163,-0.013979,m
-0.227867,-0.042079,m
-1.532384,1.069489,m
-0.782009,-0.395277,m
0.80785,0.739431,m
0.713237,-0.517961,m
0.99573,-1.378647,m
0.184854,-0.275115,m
-0.758322,-0.725404,m
-0.203114,-0.432026,m
2.688717,0.525998,m
-0.001198,1.726216,m
-0.798637,0.313739,m
-0.675759,-0.510171,m
-0.006052,-1.185484,m
-0.053424,-0.729588,m
1.062562,1.606112,m
-1.113781,-1.089277,m
-0.842601,-0.647244,m
1.796812,1.600454,m
-1.880035,0.868619,m
-0.495869,0.289324,m
-0.264915,0.423837,m
-0.30247,-0.556972,m
0.421116,0.938585,m
0.204495,-1.383451,m
0.226435,-1.325155,m
1.37993,1.841653,m
0.381842,-1.404779,m
0.126219,0.123792,m
-0.579427,1.022096,m
-1.816201,1.090613,m
-0.393282,0.195975,m
0.614037,-0.508764,m
-0.291555,-0.045647,m
-0.415001,0.834167,m
0.194061,0.891809,m
0.334765,-2.471732,m
0.281016,-0.679792,m
0.826146,-0.266977,m
-0.643758,-1.185352,m
-0.039237,0.826428,m
0.113635,0.171473,m
2.038897,-0.215757,m
0.394371,0.660685,m
-0.309827,1.886752,m
-0.956448,0.083844,m
-0.679513,-0.366275,m
1.898854,1.203878,m
-0.8537,0.262716,m
-1.895266,2.588279,m
-0.334605,-0.264849,m
-0.566339,-0.086128,m
1.155794,1.377714,m
0.581097,1.513814,m
0.701256,-0.394289,m
-0.178024,-0.354762,m
-0.877372,-1.339488,m
0.028556,1.132016,m
0.340442,-1.30633,m
-1.070051,1.111259,m
0.150764,-0.539713,m
-0.203273,0.346928,m
2.507166,0.318776,m
0.880875,0.485144,m
-1.000545,-1.442353,m
-0.674304,-0.295968,m
-1.007238,-0.066662,m
0.478691,-0.04123,m
-1.693303,0.504369,m
-0.112022,1.215352,m
0.354607,-1.560624,m
1.304264,1.56643,m
-0.251862,-1.7414,m
1.725592,-0.122941,m
0.113302,-2.627062,m
0.214349,1.248411,m
-1.73548,-0.180018,m
0.683471,-0.667751,m
-1.864482,1.198239,m
-2.299805,-0.887331,m
0.45985,1.493238,m
0.241499,-0.918934,m
-0.745305,0.664459,m
-1.75923,-0.59193,m
1.037433,-0.366436,m
-0.348796,-0.570337,m
0.256067,0.773329,m
-0.570529,0.579745,m
-2.433294,-0.533441,m
-0.190866,-0.664296,m
-0.157682,-0.698611,m
-1.43823,0.012405,m
0.392728,-1.45218,m
0.454518,1.715843,m
