@relation banana-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,p}

@data
-0.4459,-1.2756,p
1.1571,0.847,p
-0.324,-1.0266,p
0.0128,1.2925,p
-1.0218,0.883,p
-1.1408,0.6931,p
-0.4126,1.175,p
-2.0109,0.4391,p
-1.1339,1.0141,p
0.9099,0.6654,p
-0.718,-1.2542,p
0.3527,1.5843,p
-0.1774,-1.453,p
-0.6543,-0.9991,p
-0.1357,-1.4148,p
0.6132,1.352,p
0.1946,-1.2742,p
-0.6523,-1.1043,p
1.3605,-0.4254,p
-1.2529,-1.0961,p
1.6972,-0.4892,p
-1.3393,0.8685,p
-0.1823,-1.5411,p
-0.6256,-1.181,p
1.3043,0.1754,p
0.6756,0.9246,p
-0.5582,-1.7297,p
-0.0247,-1.4955,p
0.3866,1.7147,p
0.3443,1.4899,p
-0.1019,-1.3064,p
1.3857,-0.4979,p
0.299,1.4941,p
-0.5682,-1.3626,p
-0.372,1.5418,p
-0.7688,-1.4617,p
1.5421,-0.3356,p
0.8551,0.9586,p
-0.0508,-1.1859,p
-0.4237,2.0118,p
0.5256,1.4752,p
-1.6002,0.6319,p
1.0659,0.5123,p
-0.8923,1.2487,p
1.0039,1.173,p
-0.6246,1.6491,p
-1.0971,0.7372,p
0.3783,0.9867,p
-0.2804,-1.2977,p
0.7349,0.5706,p
-1.1585,-1.0087,p
0.8466,1.3957,p
0.7463,0.4407,p
0.7392,0.6733,p
0.8109,2.0009,p
1.0297,-0.0835,p
0.8802,0.2747,p
0.2901,0.5913,p
-1.2997,0.4688,p
0.9834,0.6106,p
-0.6964,-1.2043,p
0.485,0.635,p
-0.7244,-0.9727,p
2.4386,-0.448,p
-0.3959,-1.3808,p
-1.0334,-1.0923,p
-0.5197,-1.5206,p
-1.5395,0.6427,p
-0.6229,1.2399,p
-0.3991,1.3036,p
-0.7856,-1.3346,p
1.2232,-0.1585,p
0.712,0.8371,p
0.0043,1.6062,p
-0.0107,-0.9605,p
0.9531,0.7189,p
0.51,-1.1463,p
0.8303,0.6923,p
-1.1277,0.6537,p
0.2098,-1.2588,p
-0.4674,1.3002,p
1.4106,0.0907,p
-1.6345,0.5242,p
-0.8898,-1.1684,p
-0.7044,-0.8017,p
1.3359,0.2741,p
-0.4404,-1.299,p
0.9038,0.9702,p
0.9231,0.9328,p
1.4623,-0.111,p
-0.7366,-0.6167,p
-0.6666,-0.8953,p
-0.0697,1.5558,p
0.477,1.8266,p
0.1011,-1.387,p
0.1701,-0.7194,p
-1.5295,0.2574,p
0.1365,-0.8621,p
-1.1305,0.5998,p
1.2379,0.0024,p
0.818,0.8449,p
-0.3938,1.3889,p
0.0727,-1.4624,p
0.858,0.3992,p
-0.5047,1.1664,p
1.0681,1.5325,p
0.1334,2.0481,p
1.1148,-0.1056,p
-1.8044,0.5291,p
0.9767,0.5973,p
-0.6087,-0.9166,p
-1.833,0.6013,p
1.0718,0.6103,p
1.802,0.7565,p
-0.4111,-1.2987,p
0.5337,2.1531,p
0.9867,0.2582,p
1.6274,-0.4303,p
-0.1478,-1.3709,p
0.8972,1.0713,p
-0.1702,1.1771,p
0.6585,1.2822,p
-2.3424,0.2456,p
-0.2498,-1.2301,p
0.9938,0.348,p
1.4578,0.0373,p
-1.0783,-1.1731,p
0.1935,-1.267,p
-0.1424,1.6527,p
-2.095,0.6038,p
-0.0611,-1.4008,p
-1.3511,1.3187,p
-0.4994,-1.3118,p
0.4313,0.2665,p
-0.7285,1.4952,p
1.7115,-0.9449,p
-0.5006,-1.4349,p
-0.6315,1.3502,p
-0.5093,-0.9322,p
0.0325,-1.4626,p
-0.4351,-1.5321,p
-0.2479,-1.6891,p
-0.0406,2.0917,p
-0.1655,-0.9858,p
-0.9027,-0.9877,p
-0.4895,-1.1343,p
-1.1163,-1.3921,p
1.8216,-0.6431,p
1.4167,-0.0465,p
-0.6339,1.2631,p
-0.1531,-1.2007,p
0.0345,-0.6907,p
0.9317,0.5013,p
-0.1546,1.2931,p
0.9169,0.5248,p
0.2203,-0.8667,p
-0.0314,-1.0141,p
0.4072,1.8002,p
-0.3503,2.0653,p
0.1021,-1.3625,p
0.1912,1.9391,p
-1.0798,0.9887,p
-1.313,0.9164,p
-0.0397,-1.0875,p
0.5916,1.1537,p
-0.8321,-1.3278,p
0.8804,-0.2405,p
1.3558,0.8599,p
1.2113,0.6422,p
0.0909,-1.3949,p
-0.4492,1.041,p
2.0531,-0.1051,p
-1.0634,0.4963,m
-1.9326,-0.9204,m
-0.8897,-1.1794,m
1.0254,-0.3821,m
-0.2548,0.3866,m
0.6519,-0.6461,m
-1.8391,-0.2838,m
-0.9735,-0.047,m
0.0017,0.2623,m
-0.6581,0.5545,m
0.7642,1.9759,m
0.7127,2.0445,m
-0.1244,0.1813,m
0.5694,1.6177,m
-1.8406,-0.8653,m
-1.325,-0.1202,m
0.4301,-0.6543,m
0.7961,0.423,m
-1.8831,-0.4541,m
-0.6286,-0.1176,m
-0.2411,-0.3741,m
0.133,2.042,m
-0.2635,-0.7684,m
0.9897,-0.0762,m
-0.5006,0.0787,m
1.8641,1.1398,m
-0.6782,-0.4168,m
0.4753,-0.3807,m
0.332,-0.6898,m
1.8384,1.1792,m
-1.8954,0.1057,m
0.3261,0.0063,m
2.5134,0.9008,m
-1.4378,0.0919,m
1.0301,-1.1229,m
-0.9272,-0.5954,m
-0.0683,-0.4035,m
-1.1457,-0.5617,m
0.8986,1.4022,m
0.2695,0.6959,m
-1.5517,-0.7438,m
-1.2855,-0.2636,m
-1.3918,-0.9428,m
-0.2985,-0.2425,m
1.2014,-0.6798,m
-0.2234,-0.4194,m
0.4032,0.0297,m
2.2247,1.1792,m
-0.6364,-0.9882,m
1.203,1.5407,m
1.188,-0.9661,m
0.2185,1.5922,m
1.9434,1.2497,m
-0.9036,-0.2026,m
-1.4368,-0.7751,m
1.6422,1.5339,m
2.4837,1.2059,m
0.4292,1.9428,m
-0.6221,0.8041,m
-1.3515,0.424,m
-1.0666,-0.4562,m
-1.1657,-0.9505,m
-0.0246,-0.1409,m
1.1331,-0.5411,m
-0.0033,-0.0777,m
-0.4029,-0.6356,m
-1.8847,-0.9792,m
0.774,-1.2204,m
1.3129,-1.0823,m
-0.1253,0.521,m
-0.9738,0.5111,m
0.1838,0.5583,m
0.9613,-1.3303,m
-0.7853,-0.3613,m
0.3512,-0.0402,m
1.2045,-1.5614,m
-0.3792,0.6382,m
-2.0339,-1.2328,m
-2.0215,-0.7918,m
2.1779,1.2094,m
1.2258,0.0999,m
0.3948,1.3485,m
1.2721,-0.5733,m
0.3166,-0.0233,m
-0.1386,-0.3628,m
-1.1467,-0.6468,m
-0.2884,0.3853,m
0.8418,-0.3718,m
1.0086,-0.9839,m
-0.2482,0.5144,m
-1.0963,0.1449,m
-0.93,-0.5024,m
0.9573,-0.5721,m
0.6136,-0.1572,m
1.3623,-0.7324,m
-0.7516,-0.3186,m
-1.782,-0.6868,m
-1.1747,0.1256,m
-1.6449,-1.2692,m
0.0554,-0.1395,m
-0.0307,0.678,m
-1.5887,-0.6795,m
-0.287,-0.7259,m
-1.9599,-1.0861,m
-0.6723,-0.0414,m
-0.7636,0.2176,m
0.9953,0.1305,m
-0.95,0.1435,m
